inn,name,activity,city,create_date,reg_date,last_tender_date,contract_value,staff,ban,bidding_num,wins_num,not_executed_contracts,terminated_contracts,likelihood_of_problems,geo_lat,geo_lon
123456789036,НКО Ода,Поставка копыт,Боготол,2014-03-09 21:31:16,2022-02-23 00:31:09,2022-11-07 22:57:42,5601846,1736,0,48,46,0,0,0.6099998410103342,56.2098468,89.5299336
123456789037,НКО Детство,Поставка рогов,Аргун,2021-10-21 11:48:31,2023-02-06 02:38:02,2023-02-20 09:19:14,533671,94,0,61,55,0,0,0.9852486892131629,43.2916774,45.8723105
123456789038,НКО Заводной апельсин,Поставка копыт,Волжск,1998-12-12 21:09:25,2015-11-06 14:39:48,2023-02-27 13:58:54,848489,1193,0,6,4,0,5,0.44688767205954016,55.8623156,48.3715083
123456789039,ООО Арбуз,Стрижка терьеров,Клин,2013-06-25 01:48:12,2020-10-25 10:08:44,2021-04-21 15:29:58,7865453,1938,0,79,15,0,0,0.3839623052946036,56.3425605,36.7240032
123456789040,КФХ Незабудка,Стрижка терьеров,Канаш,1999-10-13 10:29:27,2016-07-03 08:26:38,2019-01-18 16:26:08,7632768,453,0,89,62,0,0,0.06744858077580751,55.507,47.4918273
123456789041,ЗАО Добрая фея,Поставка рогов,Лагань,2022-07-17 06:36:34,2022-11-25 05:00:53,2023-04-02 08:21:02,567780,428,0,77,66,2,0,0.5158112329634641,45.3930912,47.3432602
123456789042,ОАО Шоу Бум,Стрижка терьеров,Белореченск,2007-11-17 22:08:32,2011-04-18 09:55:17,2015-06-04 03:24:37,1289373,532,0,55,40,0,0,0.5544290460246962,44.7651876,39.8781494
123456789043,ОАО Амадея,Стрижка терьеров,Крымск,2003-08-04 12:14:31,2012-11-28 10:42:22,2017-01-14 02:16:51,2240598,28,0,30,13,0,0,0.8928971551183841,44.9344404,37.9855795
123456789044,НКО Театр праздников,Поставка рогов,Зеленодольск,2008-05-24 08:48:17,2018-07-11 04:00:48,2019-11-24 22:40:32,6335177,497,0,73,54,0,0,0.5132991994823708,55.8466651,48.5010954
123456789045,НКО Праздничный экспресс,Поставка рогов,Навашино,2005-05-11 08:16:52,2005-05-11 16:07:35,2010-03-21 05:55:13,5043731,1808,1,38,32,0,0,0.8574195417806555,55.543811,42.1887089
123456789046,ЗАО Драйв,Стрижка терьеров,Ладушкин,2021-11-06 12:26:34,2023-01-12 23:45:24,2023-02-08 22:37:22,9505496,1770,0,90,61,0,0,0.6648574971405068,54.5692156,20.1690153
123456789047,НКО Амурчонок,Поставка копыт,Волоколамск,2009-11-05 15:53:38,2012-07-09 16:45:14,2013-08-15 02:02:06,6739558,351,0,32,18,0,0,0.4972163532662598,56.0356499,35.9585112
123456789048,ЗАО Румяные щечки,Стрижка терьеров,Вязьма,1997-10-10 02:07:30,2001-05-16 09:26:14,2003-01-25 11:58:16,2577032,51,0,70,37,0,0,0.3197219666276774,55.2116983,34.2951663
123456789049,ООО Шарман,Поставка рогов,Исилькуль,2020-02-25 03:39:18,2020-08-14 06:02:12,2022-11-30 08:39:01,3867667,838,0,98,91,0,0,0.24499515908817804,54.9096002,71.2816284
123456789050,ОАО Красный апельсин,Стрижка терьеров,Балтийск,2009-08-16 22:49:18,2013-09-21 22:02:17,2016-10-06 18:51:24,6624844,32,0,11,0,0,0,0.9258062610813779,54.6513372,19.9140572
123456789051,НКО Арт-Пикник,Поставка рогов,Игарка,2001-09-27 10:18:21,2019-03-29 03:19:19,2020-01-25 20:19:34,9449055,922,0,56,42,5,2,0.8755655434840235,67.4666901,86.5812794
123456789052,КФХ Бутик веселья,Стрижка терьеров,Якутск,2002-12-04 22:11:14,2016-04-26 10:22:18,2017-08-17 23:56:40,1147504,1594,0,90,57,1,0,0.058883938418019866,62.0281405,129.7325887
123456789053,КФХ Кенгуренок,Стрижка терьеров,Оренбург,2019-10-23 13:53:53,2020-01-23 20:24:50,2020-09-06 21:37:27,1299085,994,0,79,7,0,0,0.6265370358055473,51.7875092,55.1018828
123456789054,НКО Детвора,Поставка рогов,Гатчина,2000-07-10 10:39:10,2004-03-23 20:57:24,2009-10-24 07:48:40,2841591,1745,0,36,13,0,2,0.2612209573859424,59.565237,30.1282473
123456789055,ООО Арбуз,Поставка рогов,Киреевск,2009-12-10 21:42:02,2014-01-24 11:56:25,2016-11-19 11:37:14,7197365,1425,0,75,56,0,0,0.8550995836365772,53.9319555,37.9220351
123456789056,ООО Весна,Поставка копыт,Кузнецк,2009-12-30 23:23:15,2018-05-08 16:29:34,2019-08-23 09:07:23,2871874,1849,0,74,71,0,0,0.8498014146512118,53.1130888,46.605092
123456789057,ООО Дюймовочка,Стрижка терьеров,Орехово-Зуево,2013-05-03 14:56:21,2020-07-21 02:39:15,2020-12-19 16:03:31,5795790,902,0,27,7,0,0,0.7906971246251977,55.8151421,38.9869822
123456789058,КФХ Абракадабра,Поставка копыт,Серафимович,2003-01-15 18:39:00,2017-01-05 18:45:16,2022-04-02 18:36:30,7465201,1927,0,71,1,0,0,0.876028713908732,49.5663183,42.7360402
123456789059,КФХ Непоседы,Поставка рогов,Уссурийск,2012-12-09 12:13:14,2018-01-16 10:26:47,2018-04-19 21:53:58,1606636,908,0,49,21,5,0,0.6653926262716484,43.7971818,131.9518229
123456789060,ОАО Волшебство,Стрижка терьеров,Тотьма,2004-09-29 15:18:28,2011-02-11 19:33:13,2015-09-03 05:03:42,6894463,1151,0,52,36,0,0,0.410614142471189,59.9734998,42.7589506
123456789061,КФХ Праздник у ворот,Поставка рогов,Жирновск,2005-06-01 18:27:16,2013-12-06 23:40:27,2016-04-29 18:15:56,8549176,376,0,74,9,0,5,0.5857890585883878,50.9768814,44.7858202
123456789062,КФХ Сумасшедшая наука,Стрижка терьеров,Беломорск,1997-10-28 19:36:20,2006-09-26 17:26:13,2017-09-22 13:11:57,1139958,1409,0,101,98,0,0,0.14166209324947265,64.5378417,34.7799462
123456789063,КФХ Радуга детства,Поставка копыт,Томмот,1999-10-28 12:54:37,2022-01-26 16:50:06,2022-05-07 02:40:56,6270666,1589,0,2,0,0,5,0.09957476763177742,58.9586859,126.2875462
123456789064,ОАО Шаровары,Стрижка терьеров,Владикавказ,2007-09-04 08:19:23,2022-09-15 04:33:59,2022-11-30 17:50:24,8644786,551,0,45,4,0,0,0.37958189119189545,43.020588,44.6819182
123456789065,КФХ Амплуа,Поставка рогов,Волоколамск,2010-05-29 01:38:14,2022-10-15 01:45:00,2022-12-22 10:30:01,4102521,935,0,67,57,0,0,0.46583480715072945,56.0356499,35.9585112
123456789066,ОАО Праздник в радость,Стрижка терьеров,Верхнеуральск,2000-06-04 13:27:53,2003-05-21 18:15:53,2010-05-06 13:33:28,5212738,212,0,88,83,0,0,0.30334550040389296,53.8760961,59.2169852
123456789067,ЗАО Белый павлин,Поставка рогов,Шумиха,2017-04-24 06:34:44,2021-04-25 13:11:49,2022-08-04 23:44:46,835137,692,0,55,31,0,0,0.7937355635045672,55.2280246,63.2901272
123456789068,ООО Филиппок,Поставка копыт,Арамиль,2009-11-21 12:31:49,2013-06-05 20:13:26,2019-07-08 16:40:00,7622487,1371,0,45,21,0,0,0.9781751056031208,56.694632,60.8343125
123456789069,ЗАО Каприз,Стрижка терьеров,Ядрин,2002-05-20 22:04:21,2016-02-25 02:53:30,2017-10-01 17:26:17,7809281,1495,0,106,68,0,0,0.2783344035875619,55.9406974,46.2020896
123456789070,ОАО Антошка,Поставка копыт,Электроугли,2023-01-22 01:50:03,2023-02-11 05:38:57,2023-03-23 08:20:34,1970698,1631,0,15,4,0,0,0.34999407490336654,55.7170877,38.2192563
123456789071,ОАО Променадъ,Поставка копыт,Новоржев,2019-04-06 23:56:34,2023-02-23 23:49:39,2023-03-01 11:48:06,8664999,352,0,55,39,0,0,0.9634508093737331,57.029807,29.3433083
123456789072,ОАО Фаворит,Поставка копыт,Люберцы,2002-04-08 09:22:28,2017-06-27 14:07:35,2017-09-01 22:09:23,321411,576,0,61,11,0,0,0.04278869497853177,55.676499,37.898125
123456789073,ЗАО Оранжевая зебра,Поставка рогов,Арамиль,2018-06-25 01:56:53,2022-01-04 01:44:20,2023-02-26 03:21:28,7616838,293,0,42,9,0,0,0.17396991901826697,56.694632,60.8343125
123456789074,ЗАО Польза,Стрижка терьеров,Темников,2022-09-08 19:19:57,2022-10-01 01:48:08,2023-01-27 08:57:33,5624783,970,0,67,44,0,0,0.12368918812103447,54.6310583,43.2161099
123456789075,НКО Конферансъ,Стрижка терьеров,Вилючинск,2021-12-10 17:03:07,2022-04-29 13:33:11,2022-05-29 10:43:54,2550539,339,0,40,26,0,0,0.15740420540169975,52.9302415,158.4057632
123456789076,ООО Любушка,Поставка копыт,Тосно,2009-03-07 09:15:44,2012-12-08 23:59:56,2022-02-07 20:23:22,7880436,1328,0,33,31,0,5,0.6215676312869437,59.5407098,30.877812
123456789077,КФХ Праздник & праздник,Поставка копыт,Нижняя Салда,2019-05-08 00:32:34,2020-07-29 06:55:01,2021-10-23 23:55:39,2258866,321,0,20,13,2,0,0.4879942164533464,58.0748272,60.7025418
123456789078,ОАО Ярче,Поставка копыт,Назарово,1997-12-10 05:13:09,2022-07-21 18:21:20,2022-11-02 06:57:33,7913085,1138,0,10,7,0,2,0.706849391120492,56.0113799,90.4168775
123456789079,НКО Амур,Стрижка терьеров,Камень-на-Оби,2015-02-24 02:58:48,2016-11-03 20:09:31,2017-04-10 10:10:58,888487,1260,0,105,99,5,0,0.796107853079472,53.7913974,81.3545053
123456789080,НКО Винни Пух,Поставка копыт,Озерск,2020-09-07 05:20:26,2023-01-27 16:17:01,2023-02-02 05:10:48,7734714,56,0,84,54,1,0,0.19387316606790483,54.4084705,22.0134438
123456789080,НКО Винни Пух,Поставка копыт,Озерск,2020-09-07 05:20:26,2023-01-27 16:17:01,2023-02-02 05:10:48,7734714,56,0,84,54,1,0,0.19387316606790483,55.763154,60.7076198
123456789081,КФХ Вредина-привередина,Поставка копыт,Шумерля,1997-05-11 17:56:50,2013-03-02 16:16:43,2013-07-21 17:58:30,5965704,1638,0,17,11,0,5,0.6911778070015628,55.4962415,46.4182681
123456789082,ЗАО Ягодки,Стрижка терьеров,Наволоки,2001-03-15 03:05:00,2004-11-17 01:50:59,2009-12-04 08:29:41,6487154,25,0,93,75,0,0,0.7835415937146771,57.4679066,41.9608002
123456789083,НКО Мастерская чудес,Поставка копыт,Малгобек,2007-01-30 06:54:31,2012-01-10 00:58:49,2017-10-02 10:27:14,1073450,1712,0,20,5,0,0,0.7058643629860989,43.5096646,44.5901963
123456789084,КФХ Буги-Вуги,Поставка копыт,Питкяранта,2021-09-24 07:06:59,2022-12-11 20:02:51,2023-01-07 14:23:05,6685119,1498,0,0,0,0,0,0.901719643121473,61.5757191,31.4640557
123456789085,НКО Четыре квадрата,Поставка рогов,Горячий Ключ,1998-03-23 10:20:16,2023-03-26 10:41:10,2023-04-01 23:20:30,5550586,1106,0,11,3,0,1,0.24933735760294595,44.6344864,39.1354738
123456789086,НКО Колесница судеб,Поставка копыт,Лысково,2010-03-29 00:49:10,2014-03-23 02:16:41,2021-10-01 08:20:20,2493375,1963,0,18,17,0,0,0.04537641414521465,56.0262359,45.035771
123456789087,ОАО Ералашка,Стрижка терьеров,Сим,2002-10-29 14:31:21,2006-10-07 10:21:50,2017-08-30 02:18:34,9267752,1635,0,78,18,0,0,0.42113122871430675,54.9907827,57.6900155
123456789088,ОАО Шикарное событие,Стрижка терьеров,Углич,2011-01-21 23:45:35,2021-09-18 05:45:54,2022-08-29 08:47:27,4115759,1809,0,89,36,0,0,0.2049821167079494,57.5224249,38.3020044
123456789089,НКО Веснушка,Поставка рогов,Кола,2007-04-14 22:19:15,2020-10-18 15:48:04,2023-02-26 10:20:23,6773993,1616,0,110,44,0,0,0.02796209461599175,68.8786028,33.0262299
123456789090,ООО Однажды…,Поставка рогов,Елабуга,2010-01-09 05:24:16,2022-06-25 10:10:31,2022-12-28 08:56:24,797712,1353,0,102,25,0,0,0.3031528246374434,55.7567107,52.0543794
123456789091,ОАО Арт-кума,Стрижка терьеров,Бердск,2012-03-01 15:17:39,2015-04-09 00:12:14,2021-02-04 22:05:42,8804826,1752,0,72,65,0,0,0.07215715930735445,54.7582156,83.1070605
123456789092,НКО Польза,Поставка рогов,Буденновск,2020-11-16 23:13:14,2021-08-13 08:06:52,2021-12-18 00:46:23,7576605,1171,0,100,36,0,0,0.4125340780992892,44.7816067,44.1650339
123456789093,НКО Чудный вечер,Поставка рогов,Данилов,2019-08-11 20:46:13,2022-03-22 16:15:14,2023-02-03 22:50:05,5752185,1829,0,37,32,0,0,0.6031797850276384,58.1860098,40.1795067
123456789094,ОАО Мармелад,Поставка рогов,Сим,2008-10-26 07:18:49,2023-02-27 14:19:03,2023-03-25 03:59:08,8174473,523,0,82,0,2,5,0.4350472902207828,54.9907827,57.6900155
123456789095,ОАО Зебра,Стрижка терьеров,Новосибирск,2019-07-17 02:13:43,2020-05-08 02:55:15,2022-04-29 04:08:41,374358,367,0,21,2,0,0,0.028065624033644765,55.028191,82.9211489
123456789096,ООО Малина,Стрижка терьеров,Беслан,2020-09-02 07:24:07,2022-04-05 16:00:56,2022-04-19 20:26:53,9131199,559,0,28,17,0,1,0.5458143433352687,43.1937529,44.5338707
123456789097,ООО Союз талантов,Поставка копыт,Кировград,2008-02-18 21:22:23,2014-01-28 10:14:29,2022-12-19 14:41:47,2812732,544,0,20,14,0,0,0.23652286789544752,57.4299433,60.0624051
123456789098,ОАО Империя праздника,Поставка копыт,Воронеж,2008-01-12 15:55:36,2013-10-22 22:08:39,2014-03-13 21:18:13,4637450,990,0,1,0,0,0,0.8625074039843017,51.6593332,39.1969229
123456789099,НКО Лига профессионалов,Стрижка терьеров,Сурск,2000-12-14 04:55:17,2021-09-12 10:30:23,2022-12-15 00:38:14,6198695,743,0,10,5,0,2,0.25231232926577296,53.0761357,45.6910796
123456789100,ОАО Журавленок,Поставка копыт,Тара,2016-09-15 07:20:17,2021-10-30 05:21:57,2022-03-18 08:23:01,9382578,806,0,1,0,0,0,0.7895994746445095,56.9160511,74.3649194
123456789101,КФХ Большой праздник,Стрижка терьеров,Усть-Кут,2017-10-15 11:41:21,2023-02-03 18:14:33,2023-03-29 07:58:15,2065865,851,0,40,26,0,0,0.2789954425398413,56.7928178,105.7757343
123456789102,ОАО Марго,Стрижка терьеров,Самара,2019-11-25 02:07:09,2021-11-11 05:37:52,2023-01-02 21:14:16,4270787,1329,0,31,3,0,0,0.5782808693811767,53.1950306,50.1069518
123456789103,КФХ Шурик,Поставка рогов,Прохладный,2006-11-12 16:27:31,2010-02-08 04:36:01,2016-05-19 23:18:58,7380273,1766,0,45,35,2,5,0.7422307536925985,43.7589602,44.0102409
123456789104,НКО Бенефис,Стрижка терьеров,Красноармейск,2002-03-18 17:04:06,2019-11-15 13:14:47,2020-05-11 08:58:40,473297,169,0,21,4,2,0,0.6187087864666835,51.023541,45.695044
123456789104,НКО Бенефис,Стрижка терьеров,Красноармейск,2002-03-18 17:04:06,2019-11-15 13:14:47,2020-05-11 08:58:40,473297,169,0,21,4,2,0,0.6187087864666835,56.105426,38.140838
123456789105,КФХ Фан Холидей,Поставка рогов,Старый Оскол,2013-05-30 15:24:00,2017-05-21 22:04:53,2021-08-31 16:26:02,2070668,1257,0,108,90,2,0,0.6583573509015116,51.2967101,37.8350182
123456789106,ОАО Ласковый кот,Стрижка терьеров,Нижние Серги,2010-03-19 02:01:37,2023-03-11 16:27:54,2023-03-20 18:52:15,3852514,31,0,100,29,0,0,0.6920234153397188,56.6544959,59.2953035
123456789107,ОАО Торжество,Поставка рогов,Нефтеюганск,2019-03-14 21:38:11,2021-08-14 13:53:27,2022-05-14 07:42:46,4354235,942,0,84,11,0,0,0.15409389578815513,61.0882676,72.6164079
123456789108,ОАО Аистенок,Поставка рогов,Старый Крым,2003-02-23 05:40:27,2021-06-18 07:57:15,2022-07-15 12:12:59,7842964,768,0,44,42,0,0,0.486735903222307,45.029058,35.0901474
123456789109,КФХ Шикарное событие,Поставка рогов,Торопец,2021-10-07 09:34:52,2023-02-22 15:30:06,2023-04-02 03:18:13,8015583,1496,0,36,34,0,0,0.5558693436998873,56.5012188,31.6355466
123456789110,ОАО Бис,Поставка копыт,Волчанск,2019-12-10 11:44:43,2022-10-05 00:37:05,2022-10-06 22:33:31,1873509,695,0,51,16,5,0,0.1269158809034161,59.9351707,60.0798618
123456789111,ЗАО Банкет,Стрижка терьеров,Мышкин,2022-12-06 10:52:58,2023-02-17 07:46:25,2023-02-25 08:44:12,8528222,419,0,32,24,0,0,0.4118872020566138,57.7881684,38.4544224
123456789112,НКО На седьмом небе,Стрижка терьеров,Нытва,2000-01-29 04:37:21,2018-06-15 22:04:58,2019-09-21 01:29:04,3294635,1579,0,100,58,0,0,0.7088029718411994,57.9336725,55.3356084
123456789113,ОАО Бонифаций,Стрижка терьеров,Калач-на-Дону,2000-10-29 19:37:38,2013-09-12 07:11:35,2019-09-13 10:25:19,6876954,885,0,60,32,0,0,0.5353866560035688,48.6889024,43.5306303
123456789114,ЗАО Формула праздника,Поставка копыт,Электросталь,1999-12-16 05:42:20,2010-07-07 20:52:15,2018-10-12 17:44:15,6017611,241,1,102,80,0,0,0.8356279326159718,55.7847291,38.4447045
123456789115,КФХ Искусство праздника,Поставка рогов,Плавск,2008-11-11 19:48:59,2020-07-15 17:52:19,2021-12-13 19:34:16,9170116,1744,0,18,10,0,0,0.5042380120590927,53.7096415,37.2862352
123456789116,ООО Весело!,Стрижка терьеров,Верещагино,2021-07-04 04:59:52,2021-10-14 09:00:11,2022-07-09 10:53:44,534881,1732,0,85,28,1,0,0.636929167157056,58.0797571,54.6581309
123456789117,КФХ Гильдия мастеров,Поставка копыт,Ликино-Дулёво,2008-03-13 21:40:46,2008-04-26 17:11:54,2019-09-19 07:32:18,2172500,1660,1,29,10,0,0,0.045255740327464045,55.7078257,38.9578093
123456789118,НКО Счастливая свадьба,Поставка рогов,Южно-Сахалинск,2002-06-01 05:18:32,2003-10-12 08:24:56,2013-04-01 04:06:36,9619657,1960,0,106,59,0,0,0.08211784254519783,46.9591631,142.737976
123456789119,ООО Мир чудес,Стрижка терьеров,Томари,2001-02-04 03:43:03,2001-12-08 07:56:23,2007-10-21 17:44:08,7700668,1978,0,12,11,0,0,0.18368730681686762,47.7620108,142.0615837
123456789120,ОАО Вишня,Поставка рогов,Мыски,2015-03-07 04:30:03,2016-11-29 11:53:05,2017-06-08 00:06:01,952853,221,0,28,20,1,0,0.1973792540755105,53.7125695,87.8055646
123456789121,ОАО Зазеркалье,Поставка копыт,Оленегорск,2008-07-24 14:07:40,2022-10-19 17:25:53,2023-02-26 03:01:48,5993436,1833,0,80,78,0,0,0.6454419789241265,68.1422058,33.2669407
123456789122,НКО Счастливая улыбка,Поставка рогов,Норильск,2013-07-09 19:14:15,2015-01-28 02:48:51,2021-03-12 12:18:48,6991122,402,0,7,2,0,1,0.2667661408215497,69.3489978,88.2009846
123456789123,ООО Морозко,Поставка копыт,Ветлуга,2010-08-31 12:53:41,2016-02-20 02:05:34,2016-07-21 19:29:01,7173156,385,0,56,29,0,0,0.1804742857385382,57.8559204,45.7761957
123456789124,ООО Грусти нет,Стрижка терьеров,Кузнецк,2020-02-12 19:15:48,2020-10-14 13:38:37,2023-04-02 07:24:44,4325952,472,0,33,22,0,0,0.8006222848378298,53.1130888,46.605092
123456789125,ЗАО Браво-брависсимо,Поставка копыт,Приволжск,2006-02-25 18:52:08,2015-07-24 01:13:02,2022-11-14 04:34:27,2191799,1275,0,26,13,5,0,0.25166866430172263,57.3805743,41.2808565
123456789126,НКО Новые эмоции,Стрижка терьеров,Томск,2015-02-02 18:03:20,2021-02-07 06:11:43,2021-10-27 05:13:06,3590864,13,0,81,68,0,0,0.9753457227489034,56.4845804,84.9481582
123456789127,ОАО Аистенок,Поставка копыт,Ивдель,1998-07-08 10:23:53,2002-09-02 19:31:04,2012-07-03 17:34:54,9015311,1735,0,26,18,0,0,0.2830836788685678,60.6944496,60.4245069
123456789128,ЗАО Квадрат,Поставка копыт,Майский,2003-04-16 15:50:43,2006-04-09 05:57:32,2013-08-10 15:59:41,4619680,954,0,55,25,5,5,0.5024749447634718,43.6281516,44.0517314
123456789129,ОАО Самарики,Поставка копыт,Сычевка,2015-05-10 06:10:13,2016-03-28 21:13:01,2017-07-27 12:47:26,2572835,1398,0,9,2,0,0,0.9475180732544841,55.8308821,34.2778793
123456789130,НКО Бамбуча,Стрижка терьеров,Бородино,2016-02-05 10:52:55,2017-12-20 07:21:55,2020-09-24 16:05:28,4959180,1318,0,55,16,0,1,0.06605885782087928,55.9054121,94.9020967
123456789131,ОАО Фейерверк,Стрижка терьеров,Лакинск,2019-01-23 16:32:28,2020-08-17 23:25:45,2022-03-24 10:36:44,6960734,885,0,12,0,0,0,0.6582785696840568,56.0180587,39.956551
123456789132,ОАО Жар-птица,Стрижка терьеров,Грозный,2019-08-20 12:32:08,2021-03-21 22:07:41,2021-06-16 02:15:28,9514709,139,0,38,36,0,0,0.7875654992332533,43.3180145,45.698291
123456789133,ЗАО Арт-Триумф,Стрижка терьеров,Сковородино,1997-11-08 21:30:13,2018-11-09 03:08:13,2021-03-24 22:09:52,3058146,10,0,61,0,0,0,0.07491288727479295,53.9871095,123.9437205
123456789134,НКО Овация,Поставка копыт,Южно-Сахалинск,2012-10-03 09:46:54,2021-02-12 17:32:27,2022-11-10 18:29:22,6151651,1931,0,16,12,0,0,0.2590078150987305,46.9591631,142.737976
123456789135,ОАО Радуга детства,Поставка рогов,Губаха,2007-04-07 13:52:01,2022-11-20 07:05:04,2023-03-12 16:49:52,164901,119,0,17,6,0,0,0.9596590461180201,58.8371721,57.554533
123456789136,ЗАО Рыжик и Ко,Поставка копыт,Кизилюрт,2022-01-06 03:19:36,2022-09-11 15:24:26,2022-12-29 18:25:11,7063119,535,0,101,64,0,0,0.5627797782057743,43.203825,46.8729636
123456789137,ОАО Персонаж,Поставка рогов,Правдинск,2008-01-08 07:54:13,2018-12-09 17:50:18,2018-12-10 15:32:03,8716608,1924,0,53,38,0,0,0.5915246421677678,54.4430986,21.0085269
