inn;financial_year;str_code;str_value
7202217560;2019;3600;(2298)
7202217560;2018;3600;(1615)
7202233096;2019;3600;-
7202233096;2018;3600;-
7203091711;2019;3600;-
7203091711;2018;3600;-
7203143712;2019;3600;5
7203143712;2018;3600;5
7203227874;2019;3600;-
7203227874;2018;3600;-
7203299413;2019;3600;-
7203299413;2018;3600;-
7203378175;2019;3600;-
7203378175;2018;3600;-
7203394307;2019;3600;-
7203394307;2018;3600;-
7203404160;2019;3600;-
7203404160;2018;3600;-
7203424953;2019;3600;-
7203424953;2018;3600;-
7203426559;2019;3600;372
7203426559;2018;3600;370
7204129446;2019;3600;0
7204129446;2018;3600;-
7205011895;2019;3600;-
7205011895;2018;3600;-
7205021928;2019;3600;0
7205021928;2018;3600;-
7205023474;2019;3600;16284
7205023474;2018;3600;13077
7205024414;2019;3600;-
7205024414;2018;3600;-
7205026066;2019;3600;0
7205026066;2018;3600;0
7205027800;2019;3600;-
7205027800;2018;3600;-
7205028962;2019;3600;30648
7205028962;2018;3600;11734
7206032432;2019;3600;5809
7206032432;2018;3600;10698
7206037487;2019;3600;22148
7206037487;2018;3600;18905
7207003466;2019;3600;4497
7207003466;2018;3600;3781
7224053844;2019;3600;-
7224053844;2018;3600;-
7224078133;2019;3600;-
7224078133;2018;3600;-
7306041913;2019;3600;-
7306041913;2018;3600;-
7309006508;2019;3600;-
7309006508;2018;3600;-
7321315284;2019;3600;558
7321315284;2018;3600;647
7321316143;2019;3600;-
7321316143;2018;3600;-
7325138100;2019;3600;-
7325138100;2018;3600;-
7325155930;2019;3600;-
7325155930;2018;3600;-
7326000520;2019;3600;-
7326000520;2018;3600;-
7326051187;2019;3600;-
7326051187;2018;3600;-
7327006927;2019;3600;-
7327006927;2018;3600;-
7328503431;2019;3600;-
7328503431;2018;3600;-
7329005968;2019;3600;-
7329005968;2018;3600;-
7401010182;2019;3600;0
7401010182;2018;3600;-
7402005410;2019;3600;-
7402005410;2018;3600;-
7405011839;2019;3600;11039
7405011839;2018;3600;7548
7415088340;2019;3600;468
7415088340;2018;3600;16
7415092227;2019;3600;-
7415092227;2018;3600;-
7417010614;2019;3600;0
7417010614;2018;3600;358
7418013784;2019;3600;-
7418013784;2018;3600;-
7418016792;2019;3600;49844
7418016792;2018;3600;48608
7418021256;2019;3600;53570
7418021256;2018;3600;43105
7420011304;2019;3600;-
7420011304;2018;3600;-
7424007620;2019;3600;-
7424007620;2018;3600;-
7424032305;2019;3600;-
7424032305;2018;3600;-
7426007671;2019;3600;5472
7426007671;2018;3600;803
7447231995;2019;3600;10753
7447231995;2018;3600;10210
7448103523;2019;3600;5164
7448103523;2018;3600;4883
7448122678;2019;3600;-
7448122678;2018;3600;-
7449066000;2019;3600;-
7449066000;2018;3600;-
7451286193;2019;3600;200847
7451286193;2018;3600;135458
7452114542;2019;3600;-
7452114542;2018;3600;-
7453038573;2019;3600;0
7453038573;2018;3600;0
7453071500;2019;3600;9892
7453071500;2018;3600;5343
7455009842;2019;3600;22713
7455009842;2018;3600;24094
7455024777;2019;3600;-
7455024777;2018;3600;-
7456007277;2019;3600;9932
7456007277;2018;3600;6588
7456018688;2019;3600;-
7456018688;2018;3600;-
7457000556;2019;3600;2077
7457000556;2018;3600;1722
7457008675;2019;3600;4808
7457008675;2018;3600;2074
7460040799;2019;3600;342
7460040799;2018;3600;54
7460042066;2019;3600;-
7460042066;2018;3600;-
7508006823;2019;3600;-
7508006823;2018;3600;-
7508007048;2019;3600;-
7508007048;2018;3600;-
7508007344;2019;3600;0
7508007344;2018;3600;0
7509005131;2019;3600;18304
7509005131;2018;3600;16402
7512006142;2019;3600;10
7512006142;2018;3600;10
7518005804;2019;3600;(1137)
7518005804;2018;3600;(465)
7524187503;2019;3600;10
7524187503;2018;3600;0
7527009467;2019;3600;5034
7527009467;2018;3600;-
7530999119;2019;3600;-
7530999119;2018;3600;-
7536051698;2019;3600;104364
7536051698;2018;3600;96099
7536052701;2019;3600;-
7536052701;2018;3600;-
7536072200;2019;3600;-
7536072200;2018;3600;-
7536084012;2019;3600;-
7536084012;2018;3600;-
7536084936;2019;3600;29194
7536084936;2018;3600;30767
7536099812;2019;3600;-
7536099812;2018;3600;-
7536126350;2019;3600;1396
7536126350;2018;3600;(249)
7536127298;2019;3600;0
7536127298;2018;3600;0
7536141119;2019;3600;-
7536141119;2018;3600;-
7536144825;2019;3600;-
7536144825;2018;3600;-
7536145385;2019;3600;-
7536145385;2018;3600;-
7536166297;2019;3600;-
7536166297;2018;3600;-
7536169876;2019;3600;217
7536169876;2018;3600;98
7536170230;2019;3600;-
7536170230;2018;3600;-
7536174210;2019;3600;-
7536174210;2018;3600;-
7536174940;2019;3600;-
7536174940;2018;3600;-
7538001276;2019;3600;0
7538001276;2018;3600;-
7604048350;2019;3600;-
7604048350;2018;3600;-
7604278869;2019;3600;4
7604278869;2018;3600;4
7604345466;2019;3600;32
7604345466;2018;3600;17
7606048050;2019;3600;-
7606048050;2018;3600;-
7608009514;2019;3600;0
7608009514;2018;3600;-
7609017236;2019;3600;-
7609017236;2018;3600;-
7610089683;2019;3600;-
7610089683;2018;3600;-
7610093048;2019;3600;-
7610093048;2018;3600;-
7621004579;2019;3600;13785
7621004579;2018;3600;17831
7701780111;2019;3600;-
7701780111;2018;3600;-
7701887665;2019;3600;0
7701887665;2018;3600;-
7701996618;2019;3600;-
7701996618;2018;3600;-
7702378660;2019;3600;0
7702378660;2018;3600;-
7702449833;2019;3600;-
7702449833;2018;3600;-
7702617213;2019;3600;-
7702617213;2018;3600;-
7702705607;2019;3600;-
7702705607;2018;3600;-
7703698663;2019;3600;-
7703698663;2018;3600;-
7704234135;2019;3600;18743
7704234135;2018;3600;11572
7704316109;2019;3600;20486
7704316109;2018;3600;24684
7704449540;2019;3600;-
7704449540;2018;3600;-
7704518024;2019;3600;3530
7704518024;2018;3600;1351
7705544820;2019;3600;661
7705544820;2018;3600;591
7705987050;2019;3600;30686
7705987050;2018;3600;15212
7705995319;2019;3600;1522
7705995319;2018;3600;1955
7706456687;2019;3600;527
7706456687;2018;3600;1962
7707536536;2019;3600;-
7707536536;2018;3600;-
7708046206;2019;3600;-
7708046206;2018;3600;-
7709023402;2019;3600;-
7709023402;2018;3600;-
7709498942;2019;3600;0
7709498942;2018;3600;-
7710871358;2019;3600;-
7710871358;2018;3600;-
7713309210;2019;3600;10
7713309210;2018;3600;10
7713696062;2019;3600;4472
7713696062;2018;3600;9499
7713712959;2019;3600;3577
7713712959;2018;3600;6573
7714359983;2019;3600;3192
7714359983;2018;3600;-
7714522397;2019;3600;-
7714522397;2018;3600;-
7714749045;2019;3600;-
7714749045;2018;3600;-
7714853631;2019;3600;-
7714853631;2018;3600;-
7715012494;2019;3600;-
7715012494;2018;3600;-
7715795661;2019;3600;0
7715795661;2018;3600;-
7715922824;2019;3600;6685
7715922824;2018;3600;5550
7716591491;2019;3600;-
7716591491;2018;3600;-
7716909135;2019;3600;1890
7716909135;2018;3600;14
7716932656;2019;3600;1351
7716932656;2018;3600;0
7717710889;2019;3600;6300
7717710889;2018;3600;10168
7717783414;2019;3600;-
7717783414;2018;3600;-
7718881358;2019;3600;3651
7718881358;2018;3600;1450
7718885881;2019;3600;11546
7718885881;2018;3600;3129
7718940050;2019;3600;21818
7718940050;2018;3600;21574
7719124488;2019;3600;291
7719124488;2018;3600;298
7719446968;2019;3600;-
7719446968;2018;3600;-
7719466107;2019;3600;370
7719466107;2018;3600;236
7719678165;2019;3600;-
7719678165;2018;3600;-
7720263366;2019;3600;-
7720263366;2018;3600;-
7720345851;2019;3600;0
7720345851;2018;3600;0
7720359942;2019;3600;-
7720359942;2018;3600;-
7720363314;2019;3600;-
7720363314;2018;3600;-
7721559574;2019;3600;1445
7721559574;2018;3600;1364
7722457896;2019;3600;-
7722457896;2018;3600;-
7723003888;2019;3600;-
7723003888;2018;3600;-
7723397167;2019;3600;-
7723397167;2018;3600;-
7723656527;2019;3600;4495
7723656527;2018;3600;3428
7723859742;2019;3600;-
7723859742;2018;3600;-
7723896053;2019;3600;0
7723896053;2018;3600;0
7724011899;2019;3600;24882
7724011899;2018;3600;21637
7724424110;2019;3600;-
7724424110;2018;3600;-
7724467650;2019;3600;0
7724467650;2018;3600;-
7724828610;2019;3600;0
7724828610;2018;3600;-
7725097218;2019;3600;959
7725097218;2018;3600;1669
7725300131;2019;3600;-
7725300131;2018;3600;-
7725381797;2019;3600;534
7725381797;2018;3600;358
7725692471;2019;3600;-
7725692471;2018;3600;-
7726516045;2019;3600;(1452)
7726516045;2018;3600;(1750)
7727309997;2019;3600;0
7727309997;2018;3600;0
7728455704;2019;3600;-
7728455704;2018;3600;-
7729566037;2019;3600;0
7729566037;2018;3600;-
7731332967;2019;3600;428
7731332967;2018;3600;383
7731448961;2019;3600;-
7731448961;2018;3600;-
7731569885;2019;3600;-
7731569885;2018;3600;-
7732016139;2019;3600;-
7732016139;2018;3600;-
7732022728;2019;3600;2487
7732022728;2018;3600;1418
7734055969;2019;3600;-
7734055969;2018;3600;-
7734528855;2019;3600;51334
7734528855;2018;3600;41333
7736257047;2019;3600;-
7736257047;2018;3600;-
7736600779;2019;3600;-
7736600779;2018;3600;-
7736649164;2019;3600;0
7736649164;2018;3600;-
7736658842;2019;3600;-
7736658842;2018;3600;-
7743037701;2019;3600;-
7743037701;2018;3600;-
7743876866;2019;3600;-
7743876866;2018;3600;-
7743940367;2019;3600;6892
7743940367;2018;3600;5783
7751054771;2019;3600;-
7751054771;2018;3600;-
7801185451;2019;3600;24596
7801185451;2018;3600;24325
7801209649;2019;3600;30438
7801209649;2018;3600;34195
7801271968;2019;3600;18532
7801271968;2018;3600;19608
7802302400;2019;3600;1603
7802302400;2018;3600;805
7804486880;2019;3600;13
7804486880;2018;3600;-
7804520348;2019;3600;-
7804520348;2018;3600;-
7805323328;2019;3600;-
7805323328;2018;3600;-
7805675739;2019;3600;28867
7805675739;2018;3600;14822
7806205711;2019;3600;-
7806205711;2018;3600;-
7806294704;2019;3600;-
7806294704;2018;3600;-
7807343947;2019;3600;-
7807343947;2018;3600;-
7810129446;2019;3600;-
7810129446;2018;3600;-
7810398992;2019;3600;-
7810398992;2018;3600;-
7811545914;2019;3600;0
7811545914;2018;3600;-
7811638750;2019;3600;420
7811638750;2018;3600;165
7811654247;2019;3600;1717
7811654247;2018;3600;375
7811735619;2019;3600;-
7811735619;2018;3600;-
7813074883;2019;3600;-
7813074883;2018;3600;-
7813461868;2019;3600;-
7813461868;2018;3600;-
7813528618;2019;3600;3638
7813528618;2018;3600;13
7813572328;2019;3600;-
7813572328;2018;3600;-
7814700780;2019;3600;-
7814700780;2018;3600;-
7816513698;2019;3600;226
7816513698;2018;3600;183
7816514525;2019;3600;-
7816514525;2018;3600;-
7816651497;2019;3600;3958
7816651497;2018;3600;3941
7816681822;2019;3600;0
7816681822;2018;3600;-
7825128050;2019;3600;-
7825128050;2018;3600;-
7825350979;2019;3600;54766
7825350979;2018;3600;64630
7838305684;2019;3600;-
7838305684;2018;3600;-
7838308124;2019;3600;-
7838308124;2018;3600;-
7839472751;2019;3600;53393
7839472751;2018;3600;49337
7841310701;2019;3600;-
7841310701;2018;3600;-
7842012909;2019;3600;-
7842012909;2018;3600;-
7842156509;2019;3600;10
7842156509;2018;3600;10
7843314613;2019;3600;-
7843314613;2018;3600;-
7901534410;2019;3600;-
7901534410;2018;3600;-
7901549712;2019;3600;-
7901549712;2018;3600;-
7903010041;2019;3600;0
7903010041;2018;3600;0
8001016569;2019;3600;10
8001016569;2018;3600;10
8001018020;2019;3600;-
8001018020;2018;3600;-
8102000974;2019;3600;0
8102000974;2018;3600;0
8202016015;2019;3600;3773
8202016015;2018;3600;7655
8601051526;2019;3600;-
8601051526;2018;3600;-
8602140610;2019;3600;10301
8602140610;2018;3600;9997
8602202062;2019;3600;0
8602202062;2018;3600;-
8602998310;2019;3600;-
8602998310;2018;3600;-
8603097646;2019;3600;-
8603097646;2018;3600;-
8603103321;2019;3600;-
8603103321;2018;3600;-
8603124280;2019;3600;-
8603124280;2018;3600;-
8603154855;2019;3600;1380
8603154855;2018;3600;1037
8603188519;2019;3600;-
8603188519;2018;3600;-
8603221438;2019;3600;-
8603221438;2018;3600;-
8603229420;2019;3600;-
8603229420;2018;3600;-
8604028677;2019;3600;-
8604028677;2018;3600;-
8604029261;2019;3600;-
8604029261;2018;3600;-
8604029649;2019;3600;-
8604029649;2018;3600;-
8604040233;2019;3600;4231
8604040233;2018;3600;5800
8604042495;2019;3600;407
8604042495;2018;3600;10
8605017967;2019;3600;-
8605017967;2018;3600;-
8605023640;2019;3600;-
8605023640;2018;3600;-
8606011213;2019;3600;0
8606011213;2018;3600;-
8606012055;2019;3600;10
8606012055;2018;3600;10
8606013411;2019;3600;0
8606013411;2018;3600;-
8606016194;2019;3600;-
8606016194;2018;3600;-
8610027047;2019;3600;-
8610027047;2018;3600;-
8610028604;2019;3600;2300
8610028604;2018;3600;2300
8612017862;2019;3600;1413
8612017862;2018;3600;872
8613007673;2019;3600;-
8613007673;2018;3600;-
8614004700;2019;3600;(31397)
8614004700;2018;3600;(23575)
8614004724;2019;3600;18575
8614004724;2018;3600;12455
8614006827;2019;3600;250
8614006827;2018;3600;250
8615000458;2019;3600;-
8615000458;2018;3600;-
8619015938;2019;3600;5046
8619015938;2018;3600;4605
8622006972;2019;3600;-
8622006972;2018;3600;-
8622023939;2019;3600;5880
8622023939;2018;3600;2740
8704004260;2019;3600;0
8704004260;2018;3600;-
8709014047;2019;3600;-
8709014047;2018;3600;-
8901024971;2019;3600;13256
8901024971;2018;3600;2836
8901027098;2019;3600;7486
8901027098;2018;3600;6473
8901038420;2019;3600;0
8901038420;2018;3600;0
8902011728;2019;3600;-
8902011728;2018;3600;-
8902013274;2019;3600;16360
8902013274;2018;3600;18036
8905038534;2019;3600;0
8905038534;2018;3600;-
8905046327;2019;3600;-
8905046327;2018;3600;-
8906007169;2019;3600;0
8906007169;2018;3600;-
8907002195;2019;3600;25290
8907002195;2018;3600;22068
9102031188;2019;3600;-
9102031188;2018;3600;-
9105009991;2019;3600;1777
9105009991;2018;3600;1623
9106006739;2019;3600;-
9106006739;2018;3600;-
9106011633;2019;3600;660
9106011633;2018;3600;1003
9108006910;2019;3600;3299
9108006910;2018;3600;2242
9110020214;2019;3600;-
9110020214;2018;3600;-
9110023208;2019;3600;431
9110023208;2018;3600;168
9202000916;2019;3600;17476
9202000916;2018;3600;1180
9203006124;2019;3600;-
9203006124;2018;3600;-
9204008780;2019;3600;1217
9204008780;2018;3600;280
9204008942;2019;3600;-
9204008942;2018;3600;-
9701065980;2019;3600;-
9701065980;2018;3600;-
9705114162;2019;3600;-
9705114162;2018;3600;-
9705117290;2019;3600;-
9705117290;2018;3600;-
9710001647;2019;3600;-
9710001647;2018;3600;-
9710070947;2019;3600;-
9710070947;2018;3600;-
9715259174;2019;3600;-
9715259174;2018;3600;-
9717068390;2019;3600;-
9717068390;2018;3600;-
9729058750;2019;3600;-
9729058750;2018;3600;-
0101005862;2019;3600;344
0101005862;2018;3600;345
0101006993;2019;3600;-
0101006993;2018;3600;-
0101007122;2019;3600;(1048)
0101007122;2018;3600;1512
0101007130;2019;3600;(17231)
0101007130;2018;3600;(14489)
0101007683;2019;3600;938
0101007683;2018;3600;(530)
0101009063;2019;3600;(12254)
0101009063;2018;3600;(16100)
0101009401;2019;3600;-
0101009401;2018;3600;-
0101011810;2019;3600;25091
0101011810;2018;3600;24996
0102004886;2019;3600;250418
0102004886;2018;3600;249146
0103008153;2019;3600;-
0103008153;2018;3600;-
0104010476;2019;3600;(11546)
0104010476;2018;3600;(10321)
0104013068;2019;3600;61845
0104013068;2018;3600;59460
0105002654;2019;3600;(4372)
0105002654;2018;3600;(2323)
0105004524;2019;3600;-
0105004524;2018;3600;-
0105008744;2019;3600;18654
0105008744;2018;3600;16978
0105018196;2019;3600;1041347
0105018196;2018;3600;981007
0105022361;2019;3600;1576
0105022361;2018;3600;1570
0105023598;2019;3600;-
0105023598;2018;3600;-
0105027747;2019;3600;42286
0105027747;2018;3600;65952
0105030080;2019;3600;-
0105030080;2018;3600;-
0105030605;2019;3600;170185
0105030605;2018;3600;154223
0105034504;2019;3600;584715
0105034504;2018;3600;555620
0105036389;2019;3600;-
0105036389;2018;3600;-
0105041847;2019;3600;-
0105041847;2018;3600;-
0105042449;2019;3600;17830
0105042449;2018;3600;16713
0105043851;2019;3600;927
0105043851;2018;3600;524
0105045739;2019;3600;2509
0105045739;2018;3600;2418
0105046517;2019;3600;3185
0105046517;2018;3600;2188
0105050351;2019;3600;-
0105050351;2018;3600;-
0105050827;2019;3600;26179
0105050827;2018;3600;28514
0105052905;2019;3600;4043
0105052905;2018;3600;3083
0105056530;2019;3600;7803
0105056530;2018;3600;7434
0105060230;2019;3600;80113
0105060230;2018;3600;38474
0105060293;2019;3600;8923
0105060293;2018;3600;8108
0105062808;2019;3600;-
0105062808;2018;3600;-
0105064308;2019;3600;962
0105064308;2018;3600;660
0105065598;2019;3600;1293
0105065598;2018;3600;1106
0105065862;2019;3600;-
0105065862;2018;3600;-
0105069521;2019;3600;(53175)
0105069521;2018;3600;(44432)
0105069970;2019;3600;2392
0105069970;2018;3600;2385
0105070781;2019;3600;324127
0105070781;2018;3600;286451
0105071810;2019;3600;252656
0105071810;2018;3600;232628
0105072919;2019;3600;-
0105072919;2018;3600;-
0105077667;2019;3600;3674786
0105077667;2018;3600;3094144
0106000988;2019;3600;20005
0106000988;2018;3600;19124
0106008761;2019;3600;375181
0106008761;2018;3600;265963
0107008235;2019;3600;249879
0107008235;2018;3600;215273
0107013299;2019;3600;143015
0107013299;2018;3600;156670
0107014599;2019;3600;0
0107014599;2018;3600;215
0107014782;2019;3600;382552
0107014782;2018;3600;372141
0107017991;2019;3600;39531
0107017991;2018;3600;28546
0107018258;2019;3600;405429
0107018258;2018;3600;110155
0107021677;2019;3600;111964
0107021677;2018;3600;63785
0107023995;2019;3600;(2834)
0107023995;2018;3600;1336
0107027037;2019;3600;116723
0107027037;2018;3600;85631
0107027622;2019;3600;20229
0107027622;2018;3600;62660
0107029108;2019;3600;(415506)
0107029108;2018;3600;1386
0107030801;2019;3600;17237
0107030801;2018;3600;10041
0107032005;2019;3600;26409
0107032005;2018;3600;1159
0107032319;2019;3600;396
0107032319;2018;3600;(2722)
0201007616;2019;3600;98480
0201007616;2018;3600;105498
0201007687;2019;3600;703983
0201007687;2018;3600;714306
0201010513;2019;3600;2432
0201010513;2018;3600;1022
0201010538;2019;3600;6087
0201010538;2018;3600;3455
0201014268;2019;3600;(1449)
0201014268;2018;3600;-
0202008316;2019;3600;11
0202008316;2018;3600;83
0202009260;2019;3600;-
0202009260;2018;3600;-
0202010812;2019;3600;404
0202010812;2018;3600;205
0203000091;2019;3600;45737
0203000091;2018;3600;46491
0203004064;2019;3600;1723
0203004064;2018;3600;62
0204004807;2019;3600;3026
0204004807;2018;3600;2000
0204004941;2019;3600;7823
0204004941;2018;3600;7987
0205000121;2019;3600;19308
0205000121;2018;3600;6962
0205005553;2019;3600;122893
0205005553;2018;3600;115530
0205005923;2019;3600;(6792)
0205005923;2018;3600;(8559)
0205007896;2019;3600;0
0205007896;2018;3600;4903
0207007370;2019;3600;21
0207007370;2018;3600;-
0207995024;2019;3600;2804
0207995024;2018;3600;3091
0208001719;2019;3600;2072141
0208001719;2018;3600;250306
0208004300;2019;3600;-
0208004300;2018;3600;-
0208005015;2019;3600;5220
0208005015;2018;3600;5195
0208005953;2019;3600;171
0208005953;2018;3600;-
0210027400;2019;3600;97714
0210027400;2018;3600;95244
0210027471;2019;3600;5124
0210027471;2018;3600;5194
0210027866;2019;3600;(490)
0210027866;2018;3600;300
0210028034;2019;3600;(15)
0210028034;2018;3600;64
0212006660;2019;3600;15605
0212006660;2018;3600;7481
0216007680;2019;3600;13994
0216007680;2018;3600;1096
0216008108;2019;3600;8407
0216008108;2018;3600;7768
0216995327;2019;3600;178
0216995327;2018;3600;0
0217004709;2019;3600;-
0217004709;2018;3600;-
0218003994;2019;3600;64437
0218003994;2018;3600;54790
0220021920;2019;3600;45043
0220021920;2018;3600;48812
0220022306;2019;3600;10767
0220022306;2018;3600;10701
0220022779;2019;3600;-
0220022779;2018;3600;-
0220023532;2019;3600;0
0220023532;2018;3600;0
0220025089;2019;3600;5633
0220025089;2018;3600;-
0221005085;2019;3600;19
0221005085;2018;3600;25
0221005374;2019;3600;577
