inn;avg_staff_qty
1226000491;1
2635233234;2
0278938128;0
4250012366;47
6230110320;0
5238001112;1
2225188500;0
8602283216;1
6658453829;0
7728526472;10
1327027563;0
6449083444;1
2464128364;0
7743202916;1
6658513690;3
7814257262;2
9203538658;2
3255508340;7
2465163393;6
5404429281;11
7743046865;1
7806233170;2
1646042624;3
4253032988;259
4217176046;2
0326544616;0
9717018294;5
7720416213;1
0323827341;0
6647004959;0
7723375332;1
2317052386;3
1513063061;29
4205348364;0
5405019016;1
7707405526;0
5258074704;1
7727126746;19
8602257784;1
6501274606;2
7814712994;0
0265045906;1
2116001663;81
3902008780;5
3525090899;5
7448185491;1
9715303088;2
3661033160;17
7321005807;3
7811704924;2
7810736842;6
0302188366;31
7719121039;14
7802586657;1
0267022069;0
7704840048;9
2455037142;1
3025001040;1
9717023382;2
1434047356;1
6829099899;0
5029230790;0
3015102963;1
9731002112;1
7627050758;1
3525424615;0
0107033489;0
3666176718;3
2358007632;2
7806187332;0
5012089436;10
7731371927;0
0224952285;1
1840074200;2
5614080286;1
7819037550;1
6454069195;6
3008003802;968
7711045107;117
4632218231;1
7714895656;4
7736649164;3
2290000540;50
3319008056;0
5032304554;0
7806547610;0
7017449365;1
7719806610;3
7720662410;1
7717701203;1
7820330376;2
2311143238;1
7017454326;3
7804597414;0
1515920434;0
5260460111;6
7842167250;1
2462064620;1
7816687430;0
4345233821;46
7801632445;2
7448164050;0
7842378540;34
7727744012;7
0277906966;2
1657201587;2
2449002945;3
2634814035;3
5902193423;63
6500000257;4
7720538130;1
7718981592;2
7728388906;2
5902994053;1
6455061368;1
0278163985;0
1433031184;1
6450100920;1
6685062373;1
7811651567;0
2222077431;0
7017403699;1
5032245394;32
1660273990;0
7203436363;4
5024181154;1
7448142949;1
7713411550;1
4205075967;6
5402580294;3
5904644897;1
7811544068;1
3811442164;1
9102014224;6
5405456961;2
0572002020;2
0572002598;0
7734401707;4
8911011629;1
6313553011;1
5402535291;0
4205306090;1
8905043044;2
3662226069;5
2983012155;0
3528276193;0
9709009970;4
9710019517;0
7604314997;2
5406622788;3
3808146246;1
7448197232;1
7720775565;1
7725287709;6
4401164677;1
7714354128;7
2911006434;4
7727085899;1
9718046336;0
2221171086;3
3103003513;10
2901181620;3
6315648438;2
7733323439;0
6507014259;15
2628802761;2
4217151965;1
7807336347;1
2221238100;15
1101093363;3
7810345020;0
9111017310;5
5753029865;20
2465294396;1
4818005052;25
2526003671;0
3520008964;29
6449066174;1
7607003453;2
6234169780;1
5029221749;1
0267015657;9
7724410861;5
9715302824;1
0273914437;4
3811446264;1
2635029133;2
7451430513;0
2225180564;2
2632803493;0
7743312919;0
7455035930;2
7724487367;3
7730232631;4
7722404478;10
5510009930;3
6027180986;3
6319216340;2
7460047258;2
5906121050;0
3811168095;4
7802804922;46
0274927245;6
2372020547;6
3827060812;1
0204995153;1
7806211948;6
7702684770;5
2130034043;12
5809003678;6
7728453545;2
7734382500;1
5404031878;0
2983011144;0
7448139463;0
7723774231;22
4704100640;1
0816033875;1
5902051210;1
7814747612;10
5916027842;0
5611084074;1
7724470331;7
7811725667;1
0916008093;0
5605004634;1
9721024815;1
7813575872;3
5010047455;1
7813575801;1
5902038153;6
7717786366;0
2636090902;1
7716723268;1
2536007322;59
2901161617;1
6623131115;2
4632226578;1
7447270313;1
6155062868;0
7721814739;1
3702716104;6
9718023681;2
7703817159;1
1435293749;0
5433189370;1
0308163079;6
2461031237;1
3435118490;0
7325135525;3
2405415102;44
6321430493;1
0547010010;10
5252042738;20
7802692060;2
7804560252;1
4252006960;6
5029189365;1
7743907899;2
5509010018;2
7121000110;5
7017296292;1
7805497370;1
7460016066;0
9731012745;0
7720446240;1
3906983651;1
2705000660;0
7810431424;4
5406604588;0
1214002328;1
5904369802;3
7716733072;2
5262357737;2
6686102276;1
9718045163;8
7719465015;0
7604309524;6
7704378955;6
4825019031;14
2127323535;1
6165137015;1
7329022890;0
0264073481;1
2709015508;6
3701049715;2
1434033265;59
6453149200;3
1328006750;1
1327034810;1
4629005890;14
5835107507;14
1901119885;1
2904021745;0
2720059643;10
3906301771;1
3810080120;1
0513009231;1
3702118168;4
7703397673;1
5410785150;1
6452124764;1
7724861180;2
6658494134;3
7728353100;1
1326213648;10
2902062792;1
6452940402;2
1435329723;0
7731443025;2
5404068187;0
7805718083;1
3241500140;1
0816036611;0
6950205293;1
2457082060;0
5050131294;1
5029133965;18
0245957580;3
8601044455;2
5019013309;2
2983010944;1
1435301894;0
1701056839;3
7603055010;1
4804006419;7
2901151658;3
7805713550;4
7604228561;1
7610116898;0
0272907589;2
1650075598;2
7328100023;0
0721015839;1
9715314682;0
0262030637;6
5906159310;1
4027119924;0
7729084361;4
8617032600;4
2463258554;1
1656068124;0
2016004734;1
5406797442;1
6234156205;0
2465285137;0
1003103060;1
7810622884;3
7811519696;0
5404092013;1
5022058677;0
5403051688;0
1832153473;2
5405358788;79
7107105619;9
2463096173;5
9103075928;5
6149011840;5
6323099051;11
3665060414;4
7726355454;1
6381006232;5
6517006680;31
2536185903;1
7325140123;2
5018193722;7
6501182000;0
7735575872;1
7841505179;0
2312276167;2
7722284650;1
1513040160;11
0917022245;88
8620020379;11
3805731104;0
3849061834;1
3906042485;0
7714566595;9
5250053727;0
0323400790;0
2225181470;2
5501174600;0
2469002566;1
6150098973;1
2465317621;4
3810332419;9
2632090972;2
9710028374;2
6714047196;1
2463108870;0
6714033482;36
1435275796;0
4715024864;2
4715024857;8
5021019812;4
4207025320;3
9102253208;0
7415096542;1
1224003553;1
7203407490;1
5636021397;3
9718059215;11
2628058302;1
5256163204;9
9705094501;1
3662247742;14
3523017727;5
7727845780;5
7814566599;12
0724002468;48
3902000036;0
0503011802;1
4324008769;14
6312181931;1
5410071660;3
7816655283;2
4250010714;0
0276910247;1
7135003513;5
5038097128;1
1840068246;1
8709011840;7
2312256308;1
1658202960;0
6168087429;1
6518008553;0
5040138967;1
7734593043;1
3811459552;3
4501204394;4
6027165392;1
6330068914;19
5835123273;0
7453324616;1
2370004638;1
6678098114;1
1661059862;0
9102037550;18
5034055790;3
6454099753;4
5047200653;0
5261112269;3
9721052259;1
1615013670;7
5919028160;1
7804126687;1
0106011958;0
4401058527;1
1435289848;3
7810302309;3
2466192598;1
4205356781;1
5404045983;3
1407008069;0
2130036185;4
3329096478;1
2818006704;3
4205356911;7
7801636986;36
5507213206;6
5501182390;1
2225182025;1
7810370500;2
6658523628;0
5624021113;1
1658195576;2
3257022033;1
7719027526;1
5405496322;2
5933998805;1
7445017121;10
3665078250;3
6652032454;1
4726002823;10
5029185353;6
2462057990;2
3525409857;0
2631040520;1
1616032428;2
9715351772;0
6143098066;1
7203483194;0
5402022780;5
9717040123;5
9201508369;3
7717286356;1
5036176688;4
5190074938;3
7203206105;87
7811603676;52
7709423464;0
3015071176;0
4629002391;0
7706433418;0
7801006381;2
4808015372;1
1326200582;5
2315139137;1
5009116182;5
7328042290;16
5410033810;1
3663038660;1
7708606137;1
2225201422;3
6163214539;1
2537101938;0
6901028059;26
3311021506;2
3702069168;1
2634058822;8
1102082050;0
5252018372;20
7728442230;3
7722466202;0
2308258687;1
0323406054;2
1701061564;3
8601065906;0
1001277085;0
4345295190;3
0917020819;0
7811693334;6
6321432275;2
2801183656;0
7805727088;0
3811184611;1
4205276896;0
6001004471;2
0411142499;20
5651020581;4
5404087670;0
2130209896;0
7816693137;3
7729635114;1
7813618156;2
3801110956;1
5032254600;2
7816583590;1
7807375515;0
0278217310;0
7841511856;14
7810571140;16
4202053669;0
2130213388;0
3702225272;0
6168060829;1
6453154306;32
2336025532;19
1435291491;0
5190044468;1
3906283603;2
9715237692;2
2462024070;0
4826010909;7
4205297504;1
2827007239;47
7722461966;2
9204570630;3
4105026476;1
5836672501;1
7203459378;0
4345076752;19
3459061910;2
7729455697;1
5190052726;6
7810935735;1
6829128620;1
5528033966;0
3827042563;1
3702164630;0
5612085088;0
5907027469;3
3808204120;1
7736650850;113
5408264626;1
7451193252;0
7726657769;5
6732109960;22
2370008470;1
7723150628;17
5714005892;0
7017066355;0
5513005155;53
5516002723;0
1012012718;7
4105087214;2
5406992605;19
2222792671;0
7710311765;201
3250522894;1
7813211106;2
6002011560;1
7451103450;182
7809021568;5
3818032287;0
0608008476;0
2920014400;4
6658472589;3
7733778796;15
7723163070;1
6679072380;0
3459062960;2
7720706113;2
7719768852;1
5837038908;2
7720292712;0
2308144577;1
1324133122;39
5528035508;1
2224178940;0
2720043643;0
0312015757;7
7816645260;1
7839087502;1739
1650350879;0
2320170421;0
6142025643;1
7718535774;12
0240804735;1
2014011768;0
7733250815;1
7455023452;1
6319227776;1
7810727076;1
7728390550;1
1838021321;0
7841047105;1
5534013654;1
7704397130;0
7452018422;2
7814565891;1
7704303036;0
7802260503;79
2312269730;1
0276937552;0
7723776239;0
7721526106;57
2365018988;9
1435184757;1
2107902870;2
7719840354;13
5408022169;6
5933272160;3
7810370490;1
9201518529;143
3906375928;1
5440115925;2
7817330256;0
2224161135;0
7207019579;3
1832150240;4
7610087830;2
6316210968;3
5024113186;4
6714046227;1
7816337643;5
5824003168;33
7106078722;0
5263122167;1
0400004507;1
1435306074;2
6950048636;1
6731014641;15
3123379225;4
5612079327;3
2221201333;2
7728778543;2
2820009815;2
7720409907;3
1646045505;48
7524017565;9
7715999224;2
5445023668;0
6452928331;1
8608051638;22
7455030996;1
5260445843;3
1659201092;1
0546022630;0
0278123340;46
6165200549;12
6234156798;2
5904375980;0
5902173988;5
0259007324;2
5405995138;5
9705109652;4
6452128511;1
5405002911;15
6501297554;3
7802560024;2
2801216125;5
1514007334;6
5836622892;35
7806255110;1
0533017400;3
2721231368;1
0521016507;5
9102220259;3
4345393180;3
5257116528;0
6672315002;3
7718994986;8
4345324130;3
7717750105;1
7715615196;0
5045060231;0
7813214026;1
7743247882;2
9705092945;2
7708790729;1
6319208974;3
4217178237;1
1903025544;2
6685016553;33
1840090523;2
7604358761;30
5038146008;0
6320039150;1
5050143532;0
6623100646;0
7443005963;0
7801624980;1
7715922990;3
7707422730;8
7708337036;0
3906374434;1
2452046830;1
5053057546;2
6386002506;3
9201515662;5
7810381533;3
7733276845;0
2222792015;2
0411176579;10
9718007785;2
0278213611;0
6318039307;1
4712028564;0
4202031496;106
0278913229;1
2458014104;1
2204053692;5
6455060558;1
7810174777;56
1113007908;1
0230005638;2
5077015721;65
4826056519;4
5072004902;1
5252039380;1
2543095520;1
0816033970;6
7819035707;0
2340017213;12
7704365794;6
6325069180;3
6141054546;0
5903134124;1
2130207560;1
6722029553;3
7810382907;3
6168029233;7
7714394709;1
0705007333;1
4716043250;0
7722369216;5
5422113918;2
4501170900;1
5444100920;39
0265048865;1
6670483805;0
6147040780;7
1612008470;3
4253028653;1
7723390771;10
5040154422;1
5614048162;30
2204020143;0
2713015878;0
4725000414;9
7806055343;147
2605800165;4
6229056879;1
7105039671;21
9107038557;4
7802658929;1
7811570621;1
9102021285;38
5050025120;1
0601027430;0
5401965407;1
7452135824;1
1827021619;0
4027010363;6
0278930217;4
2222858210;7
0258951441;12
5259113522;3
7725841412;0
7604355471;3
9717046005;2
9731051494;1
7810773555;4
2817040999;1
8615001571;9
7724327268;3
5401203920;1
7724402973;1
0546024500;10
4253037513;4
5451006999;0
5405010253;7
7716880969;2
9717055144;3
7807160238;1
7839085093;2
5013054796;3
7736255956;1
3808124891;3
7714725220;42
7720821003;3
6681001588;0
7719478166;0
3102042894;116
6168103261;2
2224159048;61
1435327821;0
7839095172;2
0910006533;27
5043022618;1
1001332089;1
7810721275;7
5013055831;18
7718919918;1
7716932751;2
6164090981;5
6155068997;1
3525183007;340
3402010910;1
5402558732;24
3328474173;5
4826133690;1
1407005237;1
7107133246;1
4345010688;2
7724006715;0
0278166993;0
0323408887;2
4102012620;0
7734400051;1
7704468207;1
7720397458;3
3702186810;14
0306013007;0
2224124158;1
0276072281;1
6686063732;2
4825111189;1
5405483700;37
3702041317;31
4312148433;0
7811661332;7
6234167694;0
8911012414;0
6325034420;51
8617029830;14
7725679880;4
6376024638;3
2540227962;1
3016044714;12
7743186686;0
6155055780;1
8201010532;0
4348017882;21
3444193416;22
5053052121;1
1835087194;8
5005058606;1
5256126629;7
1650322818;0
4401187265;1
5252043040;9
7805087511;2
7325059105;2
0275080434;0
2463106978;2
5401971873;2
6324079717;1
0265044701;0
6231056202;0
4510031067;361
5904292204;0
7840077273;25
3123349573;5
3663126187;1
0266053723;1
7733318527;6
9729282247;1
7720830008;0
6950117424;1
7707366073;3
7804477163;1
7840464177;1
4401190564;1
2457080376;2
3849072635;2
3818049080;1
2311284905;2
7805744196;1
1655093583;43
2443049104;3
6950208600;10
5048046789;1
1001340450;3
6722027073;1
2463098237;0
9701023500;0
7536167519;0
3811461914;0
7606119977;5
7720387805;0
4825028188;1
5262306620;2
7612046484;14
2130210588;5
2311288106;1
3128125898;100
7801575067;2
7731384066;2
1659132931;1
7708250829;1
9715321986;0
6671088967;2
5260457616;1
1513043890;0
8903033259;99
3849031029;11
4632237280;5
7103504690;1
6330059571;1
7814556336;2
7722640362;0
7128014391;1
3663095323;2
5704005540;15
7810233912;3
7802639362;0
2703036100;0
5262353531;1
6678045264;0
3528217293;7
5029225630;1
7704823934;1
2130144906;2
7448207434;0
6121008615;15
7716873464;1
7804609317;75
7813293437;2
2225159643;8
3616009976;40
2320243430;34
7810615830;1
4101140594;1
7720417496;3
0705007870;0
6316248418;0
1643015830;41
1224005952;7
0725025771;1
5190079534;2
4345489735;1
7726721340;4
7452096029;1
7718988492;1
2720034092;0
3616022913;4
6311153650;0
6671310139;6
7447134600;21
7721279672;45
8901027098;1
6452125775;3
6658496484;2
6150056740;1
5406577302;1
2465183030;5
2465183022;2
5402004893;0
7806561212;2
5403343578;3
7810955393;2
5047156059;12
6501301144;21
7608010870;51
5244021935;3
5917593294;6
6311185203;20
4632215960;0
3257042294;1
6629020796;1055
7805697098;4
2634104532;1
1658156425;1
6113023070;2
3834015514;2
7455005703;4
2632103646;0
1831172586;1
4708013212;21
2724208984;23
5612081904;1
2626045996;1
7719877964;4
0264068347;0
7203424664;1
6311173663;4
6376027533;3
7716558737;11
2311256150;1
2224151909;0
3128106454;0
1435325944;1
2465179280;1
5406981970;13
7733312606;0
5835121653;1
3810067665;3
4902010484;13
0326513495;1
2416004640;2
1837011546;0
9718122192;0
2308265571;2
7727601350;4
3702051805;2
7716719014;11
5836646269;3
7729559304;2
7715791152;1
5903064438;5
9102194785;1
7708787660;5
6163151913;25
2901282280;4
6323076142;15
0411151165;1
1903019607;1
7313011701;1
7604248092;1
7804498283;1
7804497963;1
6439069360;3
1701050058;2
7327086873;1
3435302161;1
7743103721;1
7715980350;1
7602058882;0
3662267763;1
1435219030;2
5504234039;1
5434116656;0
6443022766;1
3851021821;1
7610061021;1
3662141457;1
7716866763;0
6027198165;1
1840050263;2
7801296433;3
7722341845;2
7704786993;8
7728776673;18
7702558247;2
6382072615;0
6321409477;31
4101174480;0
7204177440;3
7329019992;1
5908076740;1
7813243027;2
1655406973;4
7723430520;2
2221225359;15
1656101580;1
2312268536;1
5036169867;34
5256085330;2
6913013307;0
5402540975;2
2706032181;1
2717006779;113
6952312981;4
7743226498;8
6318038543;0
7017079139;1
5429109572;2
6807006700;4
7726395496;2
7702412199;1
7725311133;3
3702148412;6
2540178345;3
6162082304;0
7838487843;1
8905058883;6
0561044099;1
7714945530;4
8602235269;12
3662205848;1
3459077003;7
5029233208;1
6731068710;1
4205283558;0
1650364247;0
6504021145;3
1215211860;0
1643014918;18
7106516292;1
8602077510;10
2308110850;4
3015096124;1
1019004554;1
5920043759;9
0268068651;21
7743208315;4
5257183267;4
7452124068;8
1435286004;2
1701062021;0
3123442445;0
6382009860;0
1326221663;16
5105008817;0
2724129404;1
7017407830;1
3661074053;2
2130213412;2
3015081400;4
0706005138;2
3664221644;2
4407013339;2
2224176195;15
6829148497;2
7826002396;33
5244029035;1
2446031306;1
5609192121;0
7733113738;1
3816012951;0
7733503921;13
1113000331;1
0509105750;1
1660138494;0
7743046150;1
5501049817;3
9729131657;43
7329002163;2
7705938230;7
5258093792;1
6125031622;0
6678069120;1
2636054260;9
7107123713;13
3827057986;2
1828027229;0
1101019578;0
0276936630;1
3665122540;0
7724458060;1
7743091674;1
8601013055;1
7458001055;36
5501181036;1
0107034860;1
6671334122;7
7728855237;1
5047146244;2
4345227320;0
0228004517;0
4824027390;44
4501153485;5
7603066237;1
5006239919;2
2902085655;3
2453021203;1
2724209635;0
1427008797;1
6027167745;50
4610007068;20
3329063176;1
5027260968;3
5410072167;1
9710024080;1
2511091876;1
5610231054;3
4824055679;0
4501215318;2
5445104726;1
5042124825;0
7841001742;3
7816486067;1
4205050320;2
7536106266;0
7743762107;42
1435249323;2
5905034781;9
1828020590;3
5906127277;1
8901029962;5
2815014224;40
5402464315;1
2308265437;3
2308078099;0
2309021440;569
2308035289;0
6154143144;4
3305795237;3
5834110271;5
7453321446;0
0240006969;0
6949111450;2
7449137275;1
9201502688;1
7705533586;0
3706019136;5
7843002124;2
5720015507;1
7804060450;1
5451112348;29
7728329080;2
9701007963;5
5410052530;1
5948048147;1
5190051722;37
5612036193;7
6141050397;3
2130173671;1
5405499362;0
2635231526;0
2636809640;3
7813501052;1
2709014381;2
4705047703;15
7727849720;1
0708013134;14
5024180312;0
5521008030;2
7814627805;1
3662261754;67
7838512271;1
1660314492;1
6829064590;0
3666228363;0
2465183230;2
3023020880;2
2635097180;1
8602028978;1
5835124693;2
5260282973;11
2315139747;2
7838395575;2
0309407754;25
1648048090;0
7743263531;0
5260196139;3
5249157753;1
7813421551;3
7842139800;4
7726449085;0
7716747928;0
3123290778;1
6165207689;2
7313011194;1
1831064774;12
0701013135;14
8201010780;1
7718097390;17
6949109958;2
5003107600;17
3706012451;0
9718044949;4
2308045181;0
7722388603;7
2308235672;7
5607143143;1
7811202032;6
0274905273;0
5027196448;0
4217194729;20
7840055456;0
5209005987;0
4401187113;7
3801107640;12
2320171440;5
9715292654;1
6316231566;22
2460101386;0
5036165206;229
7814724968;5
7733866146;4
6732163766;1
6678093187;2
7518005804;10
7728758392;0
2225188531;3
3702661230;1
7802749358;6
0272020620;1
6402006451;0
7707382886;0
3326012913;2
6027179250;1
1657243058;22
2014016607;1
2317085455;12
1701059741;0
5434117184;16
5905053093;0
2377000262;1
7838071933;1
9729065130;1
6732142205;1
1435267097;1
7842147039;1
2463112379;6
0274934370;0
7802652437;1
7802170553;2187
6312104158;2
9102161250;5
3019004477;2
7449111439;0
2012002302;1
2130172533;1
2501017513;1
7743210667;1
7731368561;1
7814561417;11
4028052976;2
2503028302;2
0601029050;2
7724910335;2
5027023815;68
3704006290;3
7807218801;1
7728639099;0
0309992047;1
3444271576;3
2320207960;12
7704480691;0
5009118334;0
8615005135;1
4205378383;1
2312254981;0
5904344759;0
7702409894;1
6167079432;3
5032227927;1
7802661752;9
7017443123;1
3827018666;6
7104074151;1
1659174272;3
8606012104;1
7808047147;9
5239011579;6
4825024673;5
6165220626;2
3528152945;0
3702560337;0
7327075550;6
5405445744;12
3627027712;0
6161078979;0
7452136761;3
5408188943;12
4341000350;668
5038112746;2
0571011631;1
6027116927;0
2540231616;1
5246053481;1
2801222190;0
7734370270;5
7811674275;3
7453190592;3
6732012478;5
7709740488;0
1831179422;0
2901288797;0
7705552109;5
7743868720;6
1616029224;5
2502037311;2
1648038461;1
3019011844;2
6319702703;0
4212031784;1
2309138985;1
7536151999;1
6318037116;1
1435093676;1
0562060745;3
3811113794;1
3811060775;3
5036176293;0
6455069141;1
7224078020;1
6312177935;2
7751075860;24
5032244961;2
7804521670;6
7014063451;0
7703440350;0
7452114038;0
7817064438;0
9717085406;0
6316219657;1
6154084629;5
5907032476;7
7714728373;1
5904281788;3
3302018352;6
7816546164;8
7807364432;1
2222801887;17
7804613391;3
1633007510;2
3023003331;0
5321171550;0
7731473534;46
2538059421;0
0533013606;3
2907015845;1
0270021932;15
2723159075;23
7327067158;1
2339022120;1
7801519231;1
0401006024;4
5029242690;1
6732157314;0
8602283463;0
2465106170;1
7203374928;156
9705061922;18
4250012750;0
3808132370;1
6501268634;0
7819026484;65
5751202056;0
7420015676;1
7802481051;1
7702633670;4
5406163894;6
1001282720;0
5258105529;2
6905071168;1
5012083681;2
0507024055;56
2005010609;0
3454003512;1
2632105386;2
9721008796;37
6950146457;16
5005054591;25
2407063600;0
5034017788;9
2322022517;1
7447055806;1
5018116380;0
5034051919;0
6829100255;2
7840487047;7
7724855846;0
5403047593;1
5404015890;4
4632191413;0
7724313145;3
6905040113;1
5638051005;5
2626801177;2
2904029695;3
7839491560;4
2537049614;9
5244030591;230
2121000312;17
6681000714;15
2466241213;2
6732032756;0
6454089473;11
7717037159;47
1101085010;1
5638021716;7
2130154372;11
7724316940;1
7723845531;6
5259135050;2
3801125744;1
7743142142;30
4101120100;3
5406592043;2
7726409759;3
0268081814;3
4345412330;4
3444272058;0
7002017059;1
0264070314;14
4704095983;13
5038108813;1
7449124893;2
7203390937;22
2320139541;6
0266032956;0
2721179541;0
0221005085;7
5528030757;1
7811428093;0
5030091808;0
2927003728;0
7627051818;1
3314008800;2
7716750374;6
6950202038;1
5047197270;1
6234186143;1
4501053850;59
7814639913;1
1515913638;36
8603121377;0
7802689081;1
0219008850;1
7733831457;3
7840461257;1
7719773387;1
0105048970;1
7604269247;1
5835119862;0
7725345238;1
7811499256;9
4705046072;2
5034037174;2
2312103284;20
4521003350;3
2901291990;16
7814730778;1
6324098117;0
0275916824;1
7727739414;0
5612171548;0
2460237933;953
7604345755;9
7728435320;0
3851022222;1
2624801750;1
1660302666;16
1701060313;0
7707397233;1
2460105905;1
1207009587;1
6670061360;1
8602280014;0
5408016856;8
4101181008;0
2224165612;1
5404491064;0
6439094366;2
6317108678;4
7840430869;5
3459060151;33
0277140858;10
5401370921;1
2208021187;1
2012005977;1
3443130237;3
2204071028;2
5443027233;1
1660110442;17
7811671877;5
2301098709;0
9104007159;2
7702396229;0
2312280452;2
1660236389;0
5507096531;3
6164311006;0
7724820924;2
5803028443;26
7728372455;0
3814019510;56
0702010610;0
3665807417;2
7536149573;0
2536127933;1
5452111192;11
5040163868;1
1657227070;2
6315648195;3
7814573910;1
7453170719;22
7453245379;0
7814461370;10
7743859765;3
6501290260;2
7448199991;0
1102079298;3
5838012620;2
3525400068;1
6670452726;1
1655385466;1
1421006183;0
7720448705;3
5032301440;1
7724460580;4
3827043422;4
7719857990;2
6452940709;10
5262274022;0
3123450380;2
5190140108;6
7733267262;1
2801210839;7
6950226590;1
4345489083;4
6658523184;0
8614001762;0
5404095720;1
8603226556;1
5258146807;1
7704792330;1
2464258490;3
2463226489;2
7817321999;16
7805730845;2
5042130667;6
7736292926;1
5250064983;1
7814724679;0
7722471682;11
9717076225;1
2511060010;2
4028066489;3
7713698447;23
6453138463;4
1435324845;4
0816024165;9
1660300443;1
6311174875;1
1001328967;5
7802494445;1
7719779702;24
7807112019;2
7805447316;23
0220025089;4
4028064650;5
7724413206;1
0266043901;1
3662191754;1
5404014833;7
2123011447;8
7720441555;1
0264076122;2
7814738706;4
9715286322;25
7017407904;4
5501130553;1
4401187586;1
7724446441;1
5246016440;2
3459062617;2
1435295680;1
3906962267;0
0278947210;1
4230031949;1
2372020674;0
7719485942;0
2623029989;1
2222873930;11
2325001956;1
7204192173;0
1513035593;3
2634101796;7
7801342866;1
2710008632;1
2460111962;1
6165121914;38
5249015251;960
0570001944;1
3906209575;1
2204088328;1
6658502762;1
5310021240;6
5020081712;3
5031125778;0
1701058385;0
2464134978;0
9721017751;3
3321003009;6
8620018732;10
3601009701;2
5252041364;1
0274941000;1
7203457701;1
6027042182;8
7724923574;28
7610101796;1
1659195723;13
6820039119;1
8603232158;13
7725845713;0
3128084521;6
7710420651;61
4401137627;4
7713756610;3
3816015046;0
7707427304;1
7714877128;76
6321290052;1
3522004154;34
3436018361;337
2130098826;1
6671067149;0
2312145132;2
2312145140;1
7811625253;0
2311205678;2
6671313010;1
6143071836;2
7457009911;1
1650377077;1
5503176151;1
2466183850;0
7714369741;0
2225194623;1
3818022320;7
1016001876;8
3812068022;17
7725381797;1
7448115078;3
6319198934;129
5905035633;2
5408310110;1
9715343387;4
7445023319;34
0205005553;10
3123226934;5
7814642169;1
1655341268;13
5263066667;6
3250516570;11
7709741481;3
7203351328;0
7705985060;12
4632245041;0
9731008266;3
5239009883;1
2813009927;60
6504013708;1
2720057332;0
2703092136;20
5609183374;1
7714198888;1
5505035967;4
6625064055;1
5904261816;1
7806079009;3
9102159639;1
6612041678;1
9723043891;1
7447282069;1
7725284112;3
