id_complaint;id_procedure;status;processing_result
310288;6707977;Рассмотрена;Признана необоснованной
263769;5017392;Отозвана;""
249814;4381854;Рассмотрена;Признана обоснованной (частично)
242737;4487251;Рассмотрена;Признана обоснованной
243306;4523499;Отозвана;""
241941;4523499;Рассмотрена;Признана необоснованной
279532;5527463;Рассмотрена;Признана обоснованной
295605;6215508;Рассмотрена;Признана обоснованной (частично)
295604;6215508;Рассмотрена;Признана обоснованной
264026;4916470;Рассмотрена;Признана обоснованной
264024;4916470;Отказано в рассмотрении;""
289380;6043568;Рассмотрена;Признана обоснованной (частично)
240105;4271187;Рассмотрена;Признана обоснованной
239791;4271187;Рассмотрена;Признана обоснованной
239501;4271187;Рассмотрена;Признана обоснованной
243386;4224627;Рассмотрена;Признана необоснованной
243385;4224627;Рассмотрена;Признана необоснованной
242592;4224627;Отказано в рассмотрении;""
303787;6530810;Рассмотрена;Признана необоснованной
254497;4621073;Рассмотрена;Признана необоснованной
240440;3923288;Рассмотрена;Признана обоснованной
240439;3923288;Рассмотрена;Признана необоснованной
256994;4643958;Рассмотрена;Признана необоснованной
253996;4643958;Рассмотрена;Признана необоснованной
299541;6359039;Рассмотрена;Признана обоснованной (частично)
295877;6133652;Рассмотрена;Признана необоснованной
270850;5027141;Рассмотрена;Признана необоснованной
298886;6329203;Рассмотрена;Признана обоснованной (частично)
246494;4301655;Рассмотрена;Признана необоснованной
244790;4301655;Рассмотрена;Признана необоснованной
242596;4145631;Рассмотрена;Признана обоснованной
254384;4577477;Рассмотрена;Признана обоснованной
294614;6107200;Рассмотрена;Признана необоснованной
268500;5156300;Рассмотрена;Признана необоснованной
266843;5045452;Рассмотрена;Признана необоснованной
288374;5902263;Рассмотрена;Признана необоснованной
286547;5902263;Рассмотрена;Признана необоснованной
233948;3626244;Рассмотрена;Признана необоснованной
254216;4580331;Рассмотрена;Признана необоснованной
253382;4580331;Рассмотрена;Признана необоснованной
312556;6754523;Рассмотрена;Признана обоснованной
286244;6348738;Рассмотрена;Признана обоснованной (частично)
250397;4530444;Рассмотрена;Признана необоснованной
284412;5749442;Рассмотрена;Признана обоснованной
308152;6569731;Рассмотрена;Признана обоснованной
293605;5976294;Отказано в рассмотрении;""
297363;6048323;Отказано в рассмотрении;""
250305;4330978;Рассмотрена;Признана необоснованной
248496;4330978;Рассмотрена;Признана обоснованной (частично)
248425;4330978;Рассмотрена;Признана обоснованной
253087;4508112;Рассмотрена;Признана необоснованной
288954;5853756;Рассмотрена;Признана необоснованной
250701;4321215;Рассмотрена;Признана необоснованной
250306;4321215;Рассмотрена;Признана необоснованной
248877;4321215;Рассмотрена;Признана необоснованной
239269;4321215;Рассмотрена;Признана необоснованной
236094;4321215;Рассмотрена;Признана обоснованной
235399;4321215;Рассмотрена;Признана обоснованной
235398;4321215;Рассмотрена;Признана необоснованной
288908;5769802;Рассмотрена;Признана необоснованной
286379;5752294;Рассмотрена;Признана обоснованной (частично)
278306;5572301;Рассмотрена;Признана необоснованной
275073;5455580;Рассмотрена;Признана необоснованной
242330;4183680;Рассмотрена;Признана необоснованной
298550;6283337;Рассмотрена;Признана необоснованной
291943;6290811;Рассмотрена;Признана обоснованной
260516;4898003;Рассмотрена;Признана необоснованной
281026;5632500;Отозвана;""
281025;5632500;Отозвана;""
281024;5632500;Отозвана;""
281023;5632500;Отозвана;""
277865;5552893;Рассмотрена;Признана необоснованной
277864;5552893;Рассмотрена;Признана необоснованной
277863;5552893;Рассмотрена;Признана необоснованной
236526;3720509;Отозвана;""
236700;3720509;Отозвана;""
278584;5501120;Рассмотрена;Признана необоснованной
294422;6030458;Рассмотрена;Признана необоснованной
295786;6030458;Рассмотрена;Признана обоснованной
290047;6261101;Рассмотрена;Признана обоснованной (частично)
288088;5889974;Рассмотрена;Признана обоснованной (частично)
251523;4415505;Рассмотрена;Признана обоснованной
299492;6081693;Рассмотрена;Признана необоснованной
298556;6081693;Отказано в рассмотрении;""
297995;6320069;Рассмотрена;Признана необоснованной
290973;6320069;Рассмотрена;Признана обоснованной
275945;5486217;Рассмотрена;Признана обоснованной (частично)
239305;3919788;Рассмотрена;Признана обоснованной (частично)
261022;4675766;Отказано в рассмотрении;""
250594;4219766;Рассмотрена;Признана обоснованной
258911;4665701;Рассмотрена;Признана необоснованной
251532;4665701;Рассмотрена;Признана необоснованной
304401;6424940;Рассмотрена;Признана необоснованной
282269;5743296;Рассмотрена;Признана необоснованной
301597;6365086;Отозвана;""
281738;5650251;Рассмотрена;Признана необоснованной
296551;6148651;Рассмотрена;Признана необоснованной
251791;4580787;Рассмотрена;Признана необоснованной
252360;4471970;Рассмотрена;Признана необоснованной
251575;4471970;Рассмотрена;Признана обоснованной (частично)
251543;4471970;Рассмотрена;Признана обоснованной
251196;4471970;Рассмотрена;Признана обоснованной (частично)
250434;4149254;Рассмотрена;Признана необоснованной
292656;6241126;Рассмотрена;Признана обоснованной (частично)
272052;5326068;Рассмотрена;Признана необоснованной
272045;5326068;Рассмотрена;Признана необоснованной
274804;5644345;Рассмотрена;Признана обоснованной
275835;5417164;Рассмотрена;Признана обоснованной
274802;5417164;Рассмотрена;Признана обоснованной (частично)
277535;5541316;Рассмотрена;Признана необоснованной
240442;4170099;Рассмотрена;Признана обоснованной
277643;5431448;Рассмотрена;Признана необоснованной
285711;5655831;Рассмотрена;Признана обоснованной (частично)
263594;4956500;Отозвана;""
286563;5862055;Рассмотрена;Признана обоснованной (частично)
274095;5357126;Рассмотрена;Признана обоснованной
259485;4731998;Отозвана;""
251588;4450961;Рассмотрена;Признана необоснованной
270838;5213296;Рассмотрена;Признана обоснованной
240875;3988755;Рассмотрена;Признана необоснованной
259823;4688899;Отказано в рассмотрении;""
287828;5747240;Рассмотрена;Признана необоснованной
290688;5958278;Рассмотрена;Признана обоснованной
311881;6696558;Рассмотрена;Признана необоснованной
290865;6003672;Рассмотрена;Признана обоснованной
264924;5034711;Рассмотрена;Признана необоснованной
266147;5034711;Отозвана;""
239897;3691188;Рассмотрена;Признана обоснованной
274191;5434314;Рассмотрена;Признана необоснованной
260642;4756854;Рассмотрена;Признана необоснованной
259271;4791588;Рассмотрена;Признана необоснованной
241299;4035578;Рассмотрена;Признана необоснованной
315364;6644060;Отказано в рассмотрении;""
284448;5793086;Рассмотрена;Признана необоснованной
270907;5655098;Рассмотрена;Признана обоснованной
299507;6361284;Рассмотрена;Признана необоснованной
299505;6361284;Рассмотрена;Признана необоснованной
238076;3764595;Рассмотрена;Признана необоснованной
238066;3764595;Рассмотрена;Признана обоснованной (частично)
238064;3764595;Рассмотрена;Признана обоснованной
237076;3764595;Рассмотрена;Признана обоснованной
236410;3764595;Рассмотрена;Признана обоснованной (частично)
236408;3764595;Рассмотрена;Признана необоснованной
235547;3764595;Рассмотрена;Признана обоснованной (частично)
260443;4781667;Рассмотрена;Признана обоснованной (частично)
248300;4297541;Рассмотрена;Признана необоснованной
268721;4962455;Рассмотрена;Признана необоснованной
299412;6337657;Отказано в рассмотрении;""
287806;5889203;Рассмотрена;Признана необоснованной
296338;6235974;Рассмотрена;Признана обоснованной
303323;6446901;Рассмотрена;Признана необоснованной
308006;6482943;Рассмотрена;Признана обоснованной
279068;5529709;Отозвана;""
266464;4805569;Отозвана;""
312508;6717666;Рассмотрена;Признана необоснованной
309512;6689821;Рассмотрена;Признана обоснованной
297322;6143399;Рассмотрена;Признана обоснованной
272190;5038771;Отозвана;""
256897;5038771;Рассмотрена;Признана обоснованной (частично)
292177;6077318;Рассмотрена;Признана обоснованной (частично)
281824;5484858;Рассмотрена;Признана необоснованной
290075;5973246;Рассмотрена;Признана необоснованной
238569;3799341;Рассмотрена;Признана необоснованной
238566;3799341;Рассмотрена;Признана необоснованной
266473;5079106;Рассмотрена;Признана необоснованной
267142;5052436;Рассмотрена;Признана необоснованной
267990;5139140;Рассмотрена;Признана необоснованной
267700;5122398;Рассмотрена;Признана необоснованной
273290;5277591;Рассмотрена;Признана необоснованной
270313;5277591;Рассмотрена;Признана обоснованной (частично)
239949;4318202;Рассмотрена;Признана обоснованной (частично)
293667;6100100;Отозвана;""
293666;6100100;Отозвана;""
294443;6100100;Отозвана;""
293665;6100100;Отозвана;""
293663;6100100;Отозвана;""
293662;6100100;Отозвана;""
276827;5848209;Рассмотрена;Признана обоснованной
276826;5848209;Рассмотрена;Признана обоснованной
269402;5848209;Рассмотрена;Признана обоснованной
236346;3721815;Рассмотрена;Признана обоснованной (частично)
273178;5342229;Рассмотрена;Признана обоснованной
243584;4127311;Рассмотрена;Признана необоснованной
268174;5035742;Рассмотрена;Признана обоснованной
299279;6374093;Рассмотрена;Признана обоснованной (частично)
266355;4912570;Отказано в рассмотрении;""
263895;4912570;Рассмотрена;Признана необоснованной
276692;5476432;Рассмотрена;Признана необоснованной
256454;4636069;Рассмотрена;Признана обоснованной
300426;6414538;Рассмотрена;Признана необоснованной
244261;4164109;Рассмотрена;Признана необоснованной
310996;6749811;Отказано в рассмотрении;""
261446;5163289;Рассмотрена;Признана обоснованной
311371;6857141;Рассмотрена;Признана обоснованной
265398;5473118;Рассмотрена;Признана обоснованной
285063;5780344;Рассмотрена;Признана необоснованной
244451;4258548;Рассмотрена;Признана необоснованной
304005;6441894;Отказано в рассмотрении;""
269632;5063337;Рассмотрена;Признана необоснованной
310742;7296207;Рассмотрена;Признана обоснованной
289889;5877552;Рассмотрена;Признана обоснованной
257565;4714905;Рассмотрена;Признана обоснованной (частично)
237509;3755274;Рассмотрена;Признана необоснованной
265692;5029898;Отозвана;""
266506;5029898;Отозвана;""
265372;5029898;Отозвана;""
249613;4191165;Рассмотрена;Признана необоснованной
245187;4191165;Рассмотрена;Признана необоснованной
307910;6681816;Рассмотрена;Признана обоснованной
307909;6681816;Рассмотрена;Признана обоснованной (частично)
283231;5932325;Рассмотрена;Признана необоснованной
282681;5932325;Рассмотрена;Признана обоснованной
282078;5932325;Рассмотрена;Признана обоснованной (частично)
243868;3871914;Рассмотрена;Признана необоснованной
274726;5163681;Рассмотрена;Признана необоснованной
272678;5163681;Отказано в рассмотрении;""
298362;6321779;Рассмотрена;Признана обоснованной (частично)
278126;6007740;Рассмотрена;Признана обоснованной
304781;6607684;Рассмотрена;Признана необоснованной
280019;5601916;Рассмотрена;Признана обоснованной
303342;6296444;Отозвана;""
316033;6838224;Рассмотрена;Признана обоснованной
315741;6838224;Рассмотрена;Признана обоснованной
310983;6838224;Рассмотрена;Признана обоснованной (частично)
308444;6838224;Рассмотрена;Признана обоснованной (частично)
303764;6539806;Рассмотрена;Признана необоснованной
303763;6539806;Рассмотрена;Признана необоснованной
260138;4571043;Рассмотрена;Признана необоснованной
298764;6340957;Рассмотрена;Признана необоснованной
236714;3763691;Рассмотрена;Признана обоснованной (частично)
304088;6544811;Рассмотрена;Признана необоснованной
235938;4061135;Рассмотрена;Признана обоснованной
271911;5341976;Рассмотрена;Признана необоснованной
300481;6282031;Рассмотрена;Признана необоснованной
295142;6222631;Рассмотрена;Признана обоснованной (частично)
278296;5480243;Рассмотрена;Признана необоснованной
302950;6495419;Рассмотрена;Признана необоснованной
288353;5840507;Рассмотрена;Признана обоснованной (частично)
255805;4685275;Рассмотрена;Признана необоснованной
307474;6668183;Рассмотрена;Признана обоснованной (частично)
307473;6668183;Рассмотрена;Признана необоснованной
307472;6668183;Рассмотрена;Признана обоснованной
307471;6668183;Рассмотрена;Признана необоснованной
272919;5087107;Отказано в рассмотрении;""
272916;5087107;Отказано в рассмотрении;""
280396;5608072;Отказано в рассмотрении;""
293174;6026755;Рассмотрена;Признана обоснованной
270855;5069344;Рассмотрена;Признана обоснованной
249650;4423992;Рассмотрена;Признана обоснованной
296863;6169987;Отозвана;""
279916;5816396;Рассмотрена;Признана необоснованной
279091;5816396;Рассмотрена;Признана необоснованной
278184;5816396;Рассмотрена;Признана обоснованной (частично)
277890;5816396;Рассмотрена;Признана необоснованной
298330;6295691;Отказано в рассмотрении;""
298962;6333800;Рассмотрена;Признана необоснованной
276301;5455173;Рассмотрена;Признана необоснованной
305079;6602470;Рассмотрена;Признана необоснованной
305078;6602470;Рассмотрена;Признана необоснованной
305077;6602470;Рассмотрена;Признана необоснованной
283719;5603404;Рассмотрена;Признана обоснованной
286584;5762534;Отказано в рассмотрении;""
316469;6894038;Отозвана;""
252776;4684689;Отозвана;""
308485;6704661;Рассмотрена;Признана обоснованной
300089;6815021;Рассмотрена;Признана обоснованной (частично)
255908;4644559;Отозвана;""
282752;5665200;Отказано в рассмотрении;""
256862;4534341;Рассмотрена;Признана необоснованной
266130;5037867;Рассмотрена;Признана необоснованной
306021;6627438;Рассмотрена;Признана необоснованной
304089;6627438;Рассмотрена;Признана обоснованной
261559;4867679;Рассмотрена;Признана обоснованной (частично)
281736;5624888;Рассмотрена;Признана обоснованной
284415;5748384;Рассмотрена;Признана обоснованной
259968;4559804;Рассмотрена;Признана обоснованной (частично)
242947;3968051;Рассмотрена;Признана обоснованной
284860;5737895;Рассмотрена;Признана обоснованной
297069;6150647;Рассмотрена;Признана обоснованной (частично)
271369;5154486;Рассмотрена;Признана необоснованной
249917;4466004;Рассмотрена;Признана обоснованной
238897;3826204;Рассмотрена;Признана необоснованной
238103;3826204;Отказано в рассмотрении;""
298153;6247769;Отозвана;""
267877;5094246;Отказано в рассмотрении;""
269215;5179574;Рассмотрена;Признана необоснованной
289788;5684688;Рассмотрена;Признана необоснованной
286021;5684688;Рассмотрена;Признана обоснованной
286875;5814348;Рассмотрена;Признана обоснованной (частично)
236867;3862625;Рассмотрена;Признана обоснованной (частично)
235236;3739670;Рассмотрена;Признана необоснованной
271346;5280844;Рассмотрена;Признана обоснованной
273216;5280844;Отозвана;""
299358;6322970;Отозвана;""
288242;5983793;Рассмотрена;Признана обоснованной
256177;4566655;Отозвана;""
278912;5516083;Рассмотрена;Признана необоснованной
278275;5516083;Рассмотрена;Признана необоснованной
302150;5985916;Отозвана;""
294011;5985916;Рассмотрена;Признана обоснованной
280598;5615900;Рассмотрена;Признана необоснованной
288623;5934494;Рассмотрена;Признана необоснованной
288622;5934494;Рассмотрена;Признана необоснованной
291011;6040874;Рассмотрена;Признана обоснованной
259787;4813062;Рассмотрена;Признана необоснованной
248272;4655645;Рассмотрена;Признана обоснованной (частично)
272196;5048604;Рассмотрена;Признана обоснованной
252610;4452373;Отозвана;""
247678;4452373;Рассмотрена;Признана необоснованной
277883;5531116;Рассмотрена;Признана необоснованной
270424;5531116;Рассмотрена;Признана обоснованной (частично)
307922;6443680;Рассмотрена;Признана обоснованной
289704;5945668;Отказано в рассмотрении;""
280241;5621510;Рассмотрена;Признана обоснованной (частично)
281396;5629532;Рассмотрена;Признана необоснованной
280790;5629532;Рассмотрена;Признана необоснованной
280789;5629532;Рассмотрена;Признана необоснованной
257483;4524523;Рассмотрена;Признана необоснованной
256261;4524523;Рассмотрена;Признана необоснованной
253671;4524523;Рассмотрена;Признана обоснованной
258874;4776597;Рассмотрена;Признана необоснованной
253805;4544535;Рассмотрена;Признана необоснованной
301873;6635096;Рассмотрена;Признана необоснованной
241167;4427162;Рассмотрена;Признана обоснованной
304169;6437797;Рассмотрена;Признана обоснованной (частично)
304168;6437797;Рассмотрена;Признана обоснованной (частично)
304166;6437797;Рассмотрена;Признана обоснованной (частично)
293887;6061096;Рассмотрена;Признана необоснованной
296148;6204135;Рассмотрена;Признана необоснованной
283395;5754551;Рассмотрена;Признана обоснованной (частично)
290350;6007723;Рассмотрена;Признана необоснованной
233867;3611873;Рассмотрена;Признана необоснованной
289534;5880139;Рассмотрена;Признана необоснованной
295766;6270144;Рассмотрена;Признана необоснованной
302909;6519938;Рассмотрена;Признана необоснованной
260741;4831389;Рассмотрена;Признана обоснованной
262340;4787390;Рассмотрена;Признана необоснованной
262338;4787390;Рассмотрена;Признана необоснованной
260925;4787390;Рассмотрена;Признана необоснованной
260924;4787390;Рассмотрена;Признана обоснованной
312027;6794045;Рассмотрена;Признана обоснованной
311991;6794045;Рассмотрена;Признана обоснованной
311738;6794045;Рассмотрена;Признана обоснованной
243942;4151160;Рассмотрена;Признана необоснованной
281248;5627033;Рассмотрена;Признана необоснованной
296803;6253098;Рассмотрена;Признана необоснованной
272420;5075697;Рассмотрена;Признана необоснованной
247939;4226936;Рассмотрена;Признана необоснованной
260758;4840009;Рассмотрена;Признана обоснованной (частично)
281059;5616814;Рассмотрена;Признана обоснованной
275325;5455783;Отозвана;""
257564;4666190;Рассмотрена;Признана необоснованной
256738;4666190;Рассмотрена;Признана необоснованной
259927;5257912;Рассмотрена;Признана обоснованной
258010;4672040;Рассмотрена;Признана необоснованной
251157;4545193;Рассмотрена;Признана необоснованной
288010;5913462;Рассмотрена;Признана необоснованной
296090;6232814;Рассмотрена;Признана необоснованной
279448;5558411;Рассмотрена;Признана необоснованной
247019;4233657;Рассмотрена;Признана необоснованной
273724;5436111;Рассмотрена;Признана необоснованной
303824;6500179;Рассмотрена;Признана обоснованной (частично)
288053;5717054;Рассмотрена;Признана необоснованной
263548;4982337;Рассмотрена;Признана необоснованной
273153;5581613;Рассмотрена;Признана обоснованной
273151;5581613;Рассмотрена;Признана обоснованной
272762;5581613;Рассмотрена;Признана обоснованной
297131;6283872;Рассмотрена;Признана необоснованной
272576;5305960;Рассмотрена;Признана необоснованной
270832;5305960;Рассмотрена;Признана обоснованной (частично)
262466;4881441;Рассмотрена;Признана необоснованной
262465;4881441;Рассмотрена;Признана обоснованной (частично)
262464;4881441;Рассмотрена;Признана обоснованной (частично)
262463;4881441;Рассмотрена;Признана обоснованной (частично)
262462;4881441;Отказано в рассмотрении;""
261763;4868198;Рассмотрена;Признана необоснованной
286353;6083030;Рассмотрена;Признана обоснованной
286352;6083030;Рассмотрена;Признана обоснованной
278063;5548775;Рассмотрена;Признана обоснованной
235190;3604005;Рассмотрена;Признана обоснованной
316206;6793402;Рассмотрена;Признана необоснованной
311464;6793402;Рассмотрена;Признана необоснованной
305293;6793402;Рассмотрена;Признана обоснованной (частично)
263641;4881355;Рассмотрена;Признана необоснованной
272487;5277412;Рассмотрена;Признана необоснованной
260985;4853361;Отозвана;""
251230;4853361;Рассмотрена;Признана необоснованной
248622;4853361;Рассмотрена;Признана обоснованной
248284;4853361;Рассмотрена;Признана обоснованной
260067;4864523;Рассмотрена;Признана обоснованной (частично)
264353;5131864;Рассмотрена;Признана необоснованной
257271;4596641;Рассмотрена;Признана необоснованной
257070;4567925;Отказано в рассмотрении;""
288074;5934734;Рассмотрена;Признана обоснованной
294021;5892773;Рассмотрена;Признана обоснованной
284428;5322603;Рассмотрена;Признана обоснованной
275845;5322603;Рассмотрена;Признана обоснованной (частично)
270453;5322603;Рассмотрена;Признана необоснованной
279779;5620033;Рассмотрена;Признана обоснованной (частично)
264248;5018863;Отозвана;""
288352;5941612;Рассмотрена;Признана необоснованной
273463;5259657;Отозвана;""
271986;5259657;Отозвана;""
271985;5259657;Отозвана;""
271984;5259657;Отозвана;""
271983;5259657;Отозвана;""
282692;5693572;Рассмотрена;Признана необоснованной
282369;5693572;Рассмотрена;Признана необоснованной
297541;5823395;Рассмотрена;Признана необоснованной
293464;5823395;Рассмотрена;Признана обоснованной
303814;6435291;Отказано в рассмотрении;""
302543;6435291;Отказано в рассмотрении;""
