inn;eshn_agricultural_tax;usn_simlified_tax_system;envd_imputed_tax;srp_product_sharing_agreement_tax
7751149751;0;1;0;0
5821004903;0;1;0;0
8602288870;0;1;0;0
7714433475;0;1;0;0
5406994948;0;1;0;0
7810740895;0;1;0;0
3327109266;0;1;0;0
0273029270;0;1;1;0
0270007751;0;1;0;0
0268001030;0;1;0;0
0270009290;0;1;1;0
0268001390;0;1;0;0
1834052103;0;1;0;0
7448116321;0;1;0;0
6350014850;0;1;0;0
2908002694;0;1;0;0
5903063201;0;1;0;0
6164293646;0;1;0;0
6950057542;0;1;0;0
2204037404;0;1;0;0
5904218930;0;1;0;0
4632051078;0;1;0;0
7805500760;0;1;0;0
3123229491;0;1;0;0
2457057313;0;1;0;0
7114024216;0;1;0;0
3525437477;0;1;0;0
7130033465;0;1;0;0
1435339513;0;1;0;0
2209049467;0;1;0;0
1435339577;0;1;0;0
1660326233;0;1;0;0
0323408206;0;1;0;0
7727410041;0;1;0;0
8903036250;0;1;0;0
7017387077;0;1;0;0
6671024635;0;1;0;0
6165196684;0;1;0;0
4217173550;0;1;0;0
1658183563;0;1;1;0
5614074148;0;1;0;0
7805328252;0;1;0;0
2537119205;0;1;1;0
5001105502;0;1;0;0
2635213950;0;1;0;0
4217173581;0;1;0;0
2234014901;0;1;0;0
3702587956;0;1;0;0
5032167234;0;1;0;0
5032070151;0;1;0;0
1213004594;0;1;0;0
5433156230;0;0;1;0
6726504182;0;1;0;0
1515905517;0;1;0;0
2330024349;0;1;0;0
1515905450;0;1;0;0
1515905700;0;1;1;0
7706779060;0;1;0;0
7725763796;0;1;0;0
8903020884;0;1;0;0
7807174720;0;1;0;0
5257174946;0;1;0;0
6908017151;0;1;0;0
7136037018;0;1;0;0
5075036395;0;1;0;0
2465169420;0;1;0;0
7704441082;0;1;0;0
6603024355;0;1;0;0
3519003601;0;1;0;0
3812101880;0;1;0;0
2539099628;0;1;1;0
5836638074;0;1;0;0
2901255150;0;1;0;0
2450031669;0;1;0;0
5407208097;0;1;0;0
2630001984;0;1;0;0
1657191201;0;1;0;0
3702100820;0;1;0;0
2626043406;0;1;0;0
0265038352;0;1;0;0
2629011674;0;1;0;0
1658176340;0;1;0;0
2463092468;0;1;0;0
4345408260;0;1;0;0
7206036540;0;1;0;0
2511048172;0;1;0;0
2511048207;0;1;0;0
7743718274;0;1;0;0
6621018273;0;1;0;0
7725651612;0;1;0;0
2722102781;0;1;0;0
2106000075;0;1;0;0
6315560367;0;1;0;0
2466192870;0;1;0;0
7813613503;0;1;0;0
1407008460;0;1;0;0
7728430957;0;1;0;0
6678093187;0;1;0;0
5836687145;0;1;0;0
6452133871;0;1;0;0
7205030471;0;1;1;0
3525426010;0;1;0;0
2827009814;0;1;0;0
4401187113;0;1;0;0
2310207930;0;1;0;0
7203451450;0;1;0;0
4345216431;0;1;0;0
2720044534;0;1;0;0
7460028537;0;1;0;0
7203391578;0;1;0;0
1513061240;0;1;0;0
2634097525;0;1;0;0
5902038354;0;1;0;0
7728345349;0;1;0;0
7611997328;0;1;0;0
1215203429;0;1;0;0
7536155182;0;1;0;0
4501204919;0;1;0;0
4101172437;0;1;0;0
0276908368;0;1;0;0
7452127982;0;1;0;0
1433029435;0;1;1;0
0219008191;0;1;0;0
2635075041;0;1;0;0
8601015567;0;1;1;0
5406307793;0;1;1;0
2721064702;0;1;0;0
2721001276;0;1;0;0
2721054180;0;1;0;0
2717010327;0;1;0;0
2721074228;0;1;0;0
2721067206;0;1;0;0
2702060156;0;1;1;0
2721084177;0;1;0;0
2721046693;0;1;0;0
6452940434;0;1;0;0
7325081326;0;1;1;0
7840374741;0;1;0;0
7839329825;0;1;0;0
6452940402;0;1;0;0
7135500642;0;1;0;0
5609062517;0;1;0;0
6623055070;0;1;0;0
4501154016;0;1;0;0
8901028503;0;1;0;0
3525313697;0;1;1;0
1101146760;0;1;0;0
5836640549;0;1;1;0
5615018562;0;1;0;0
3815013871;0;1;1;0
7717026492;0;1;0;0
3904035309;0;1;0;0
2901132824;0;1;0;0
2014258500;0;1;0;0
2463011765;0;1;0;0
1101073310;0;1;0;0
5011017140;0;1;0;0
6670201200;0;1;0;0
5611082486;0;1;0;0
2635235305;0;1;0;0
4824094727;0;1;0;0
6685150260;0;1;0;0
0276933580;0;1;0;0
7814731926;0;1;0;0
5981007317;0;1;0;0
3257061716;0;1;0;0
2453021203;0;1;0;0
1215224411;0;1;0;0
7801357710;0;1;1;0
4338009730;0;1;0;0
6658463538;0;1;0;0
7709968700;0;1;0;0
4711013533;0;1;0;0
7731485480;0;1;0;0
2801202919;0;1;0;0
4205298988;0;1;0;0
6324055988;0;0;1;0
6313547226;0;1;0;0
5904651862;0;1;0;0
2801202940;0;1;0;0
0262032546;0;1;1;0
7724473780;0;1;0;0
1020018079;0;1;0;0
9701133090;0;1;0;0
7840087546;0;1;0;0
3816031055;0;1;0;0
4408003083;0;1;0;0
2353005582;0;1;0;0
2311144425;0;1;0;0
3906347832;0;1;0;0
2360009669;0;1;0;0
7424008197;0;1;0;0
7704389153;0;1;0;0
2457081796;0;1;0;0
9723003923;0;1;0;0
1658197608;0;1;0;0
2308241958;0;1;0;0
7838064816;0;1;0;0
7726395496;0;1;0;0
5752075940;0;1;0;0
5009108819;0;1;0;0
5904346763;0;1;0;0
3120102137;0;0;1;0
1655379864;0;1;0;0
2224159432;0;1;0;0
4702016873;0;1;0;0
2459018888;0;1;0;0
2014008067;0;1;0;0
4101157950;0;1;0;0
5257066958;0;1;0;0
7722695354;0;1;0;0
5190926477;0;1;0;0
8107011426;1;0;0;0
5310016803;0;1;0;0
5506173110;0;1;0;0
6671090469;0;1;0;0
6330084056;0;1;0;0
6318040285;0;1;0;0
5507265660;0;1;0;0
6686110453;0;1;0;0
5627020647;0;1;0;0
6234180462;0;1;0;0
5835130376;0;1;0;0
6321453170;0;1;0;0
4345485755;0;1;0;0
6678096893;0;1;0;0
5256177359;0;1;0;0
0277932236;0;1;0;0
2454016196;0;1;1;0
7447122178;0;1;0;0
2455023407;0;1;0;0
5007081417;0;1;0;0
5501240926;0;1;0;0
3257057090;0;1;0;0
5050134922;0;1;0;0
7842143147;0;1;0;0
3663131204;0;1;0;0
7017434552;0;1;0;0
6501294948;0;1;0;0
6727030489;0;1;0;0
2309157554;0;1;0;0
2630049190;0;1;0;0
4824093434;0;1;0;0
7816652860;0;1;0;0
7718977194;0;1;0;0
2312219218;0;1;0;0
1215183973;0;1;0;0
7602110162;0;1;1;0
5262306524;0;1;0;0
6829104482;0;1;0;0
7602110081;0;1;0;0
6671462692;0;1;0;0
1002008550;0;1;0;0
6317103493;0;1;0;0
0608034229;0;1;0;0
2130143564;0;1;0;0
3528219540;0;1;0;0
7706735200;0;1;0;0
6501212198;0;1;0;0
6501212230;0;1;1;0
6501212254;0;1;1;0
7712083810;0;1;0;0
5638055465;0;1;0;0
6501212409;0;1;0;0
2342019008;0;1;0;0
3305711029;0;1;0;0
2342019103;0;1;1;0
6319081245;0;1;0;0
6318218458;0;0;1;0
3334014897;0;1;0;0
3334015040;0;1;0;0
6234043522;0;1;0;0
1818006822;0;1;0;0
6382042829;0;1;1;0
6234043699;0;1;0;0
0233006220;0;1;0;0
3523009331;0;1;0;0
4345095360;0;1;0;0
4345095466;0;1;0;0
4345095498;0;1;0;0
6664032064;0;1;0;0
4703150286;0;1;0;0
7725378875;0;1;0;0
1649036851;0;1;0;0
2635228481;0;1;0;0
5190071133;0;1;0;0
9102230200;0;1;0;0
7802623404;0;1;0;0
7203421800;0;1;0;0
9718069855;0;1;0;0
3459073707;0;1;0;0
9204566009;0;1;0;0
1435296676;0;1;0;0
2901259235;0;1;0;0
4324008448;0;1;0;0
6318005749;0;1;0;0
3812113934;0;1;0;0
5403006420;0;1;0;0
7743105006;0;1;0;0
6671343046;0;1;0;0
3918501630;0;1;0;0
7724722571;0;1;0;0
5514006578;0;1;0;0
1209005122;0;1;0;0
7713573367;0;1;0;0
1415011435;0;1;0;0
1510017275;0;1;0;0
2301087506;0;1;0;0
1101153848;0;1;0;0
5259088139;0;1;0;0
5259088192;0;1;0;0
7453242723;0;1;0;0
2323016650;0;1;0;0
7614004810;0;0;1;0
7453243220;0;1;0;0
2323001492;0;1;0;0
7714001066;0;1;0;0
7724181756;0;1;0;0
7721113726;0;1;0;0
6376021330;0;1;0;0
3908602904;0;1;0;0
3729026732;0;1;0;0
4824049065;0;1;0;0
4824049280;0;1;0;0
5402542010;0;1;0;0
7116129863;0;1;0;0
4909084414;0;1;0;0
7804170982;0;1;0;0
1514012623;0;1;0;0
2204068018;0;1;0;0
7014058010;0;1;0;0
3702715742;0;1;0;0
2308205477;0;1;0;0
5321165684;0;1;0;0
2459019151;0;1;0;0
4823058162;0;1;0;0
7017343880;0;1;0;0
5260373518;0;1;0;0
4826100574;0;1;0;0
3327119095;0;1;0;0
2453018000;0;1;0;0
2204068025;0;1;0;0
3525193083;0;1;0;0
2340020086;0;1;0;0
3525193005;0;1;0;0
3525192996;0;1;1;0
1659115816;0;1;0;0
2801173520;0;1;0;0
2801173591;0;1;0;0
2804015138;0;1;0;0
5005031379;0;1;0;0
4253035844;0;1;0;0
3906999669;0;1;0;0
3625014732;0;1;0;0
3812059878;0;1;1;0
2319062171;0;1;0;0
1659176375;0;1;0;0
1435313307;0;1;0;0
7806473608;0;1;0;0
2508068316;0;1;0;0
8602063228;0;1;0;0
3666049332;0;0;1;0
3306014574;0;1;0;0
5011028590;0;1;0;0
7724563882;0;1;0;0
6612011680;0;1;1;0
6624006300;0;1;0;0
6624006237;0;1;0;0
6611008237;0;1;0;0
6619008246;0;1;0;0
6612007363;0;1;0;0
6643007042;0;1;0;0
0274120395;0;1;0;0
5753055311;0;1;0;0
7703539141;0;1;0;0
7136025125;0;1;0;0
7838338560;0;1;0;0
7418012090;0;1;0;0
2312175426;0;1;0;0
2463223583;0;1;0;0
2312175271;0;0;1;0
1648011808;0;1;0;0
2466281329;0;1;0;0
1903028947;0;1;0;0
1840091693;0;1;0;0
3810081726;0;1;0;0
5047233627;0;1;0;0
3665807417;0;1;0;0
5404094980;0;1;0;0
7203489478;0;1;0;0
7727430062;0;1;0;0
0245025796;0;1;0;0
7716759994;0;1;0;0
7816574700;0;1;0;0
0278206420;0;1;0;0
7716759698;0;1;0;0
7716758895;0;1;0;0
1105011153;0;1;1;0
7806143991;0;1;0;0
7806144931;0;1;0;0
3009015494;0;1;0;0
1105013697;0;1;0;0
3009015712;0;0;1;0
3009015705;0;1;0;0
1105000916;0;1;1;0
6234017040;0;1;0;0
1651050074;0;0;1;0
1660146953;0;1;0;0
5904154910;0;1;0;0
5904155078;0;1;0;0
6151012545;0;1;0;0
6702002828;0;1;0;0
6315018482;0;1;0;0
2311238000;0;1;0;0
4345467033;0;1;0;0
4826132262;0;1;0;0
1433002916;0;1;1;0
7707583293;0;1;0;0
7701800897;0;1;0;0
1835060795;0;1;0;0
2511072993;0;1;0;0
5610136682;0;1;0;0
2511073034;0;1;0;0
0403004590;0;1;0;0
7702798915;0;1;0;0
2722115501;0;1;0;0
2722113864;0;1;0;0
2722115195;0;1;0;0
2725114930;0;1;0;0
2320177868;0;1;0;0
7715834021;0;1;0;0
7703730483;0;1;0;0
4705047693;0;1;1;0
1001181633;0;1;0;0
7214009003;0;1;0;0
5836647664;0;1;0;0
0708013127;0;1;0;0
5612087159;0;1;0;0
0708013134;0;1;0;0
2317074679;0;1;0;0
6163157947;0;1;0;0
5043052860;0;1;0;0
7447244553;0;1;0;0
3662209521;0;1;0;0
5034048377;0;1;0;0
2315190623;0;1;0;0
0326525733;0;1;0;0
6670428868;0;1;0;0
7118507775;0;1;0;0
6136016030;0;1;0;0
1006009097;0;1;0;0
7720745803;0;1;0;0
3123095128;0;1;0;0
3123192570;0;1;0;0
3123095640;0;1;0;0
2450014624;0;1;0;0
7429012662;0;1;0;0
7107089283;0;1;0;0
7428006190;0;0;1;0
6723020761;0;1;0;0
7107089389;0;1;0;0
7714852934;0;1;0;0
6234131088;0;1;0;0
1651072060;0;1;0;0
8604057614;0;1;0;0
0725014280;0;1;0;0
2469002848;0;1;0;0
7819319674;0;1;0;0
7457004014;0;1;0;0
7430020072;0;0;1;0
0259007324;0;1;0;0
0562053635;0;1;0;0
6658348905;0;1;0;0
4205096371;0;1;0;0
0105042449;0;1;0;0
2901172866;0;1;0;0
6386002506;0;1;0;0
2209032079;0;1;0;0
7328050816;0;1;0;0
2460111240;0;1;0;0
7203463053;0;1;0;0
7105056420;0;1;0;0
6164124430;0;1;0;0
7727399736;0;1;0;0
1328017014;0;1;0;0
4024016670;0;1;0;0
2635238151;0;1;0;0
1434035424;0;1;1;0
0276137556;0;0;1;0
4345307223;0;1;0;0
5260417476;0;1;0;0
9715224277;0;1;0;0
2460092621;0;0;1;0
3827049262;0;1;0;0
5408006449;0;1;0;0
2311201419;0;1;0;0
7610111949;0;1;0;0
7327075470;0;1;0;0
7727595522;0;1;0;0
7728679736;0;1;0;0
5904343522;0;1;0;0
7203401949;0;1;0;0
2207010440;0;1;0;0
6234163072;0;1;0;0
7801322027;0;1;0;0
1513062653;0;1;0;0
1652024366;0;1;0;0
5403024081;0;1;0;0
2460099306;0;1;0;0
8602273000;0;1;0;0
4401176489;0;1;0;0
7203401931;0;1;0;0
2531012833;0;1;0;0
5260452086;0;1;0;0
1659188317;0;1;0;0
7716892227;0;1;0;0
1660307914;0;1;0;0
7804614966;0;1;0;0
6325072087;0;1;0;0
4727004284;0;1;0;0
7811680303;0;1;0;0
7810720970;0;1;0;0
2922006620;0;1;1;0
8911021521;0;1;0;0
1660063880;0;1;0;0
7734574450;0;1;0;0
7801574419;0;1;0;0
7723553433;0;1;0;0
1435126931;0;1;0;0
0403005851;0;1;0;0
8613005732;0;1;0;0
6376064140;0;1;0;0
7839396571;0;1;0;0
3409011800;0;1;0;0
7714739350;0;1;0;0
3223001194;0;1;0;0
3448037792;0;1;0;0
7718258383;0;1;0;0
2209045462;0;1;0;0
2801209664;0;1;0;0
4205310787;0;1;0;0
6658473279;0;1;0;0
6685094015;0;1;0;0
2223606053;0;1;0;0
7714110114;0;1;0;0
3906251714;0;1;0;0
3808129603;0;1;0;0
5105095070;0;1;0;0
6027139272;0;1;0;0
5105095312;0;1;0;0
5835108010;0;1;0;0
1902024876;0;1;0;0
4706033421;0;1;0;0
3430010013;0;1;0;0
5981005091;0;1;0;0
5043050213;0;1;0;0
4101159411;0;1;0;0
5433195310;0;1;0;0
6318236707;0;1;0;0
4101159669;0;1;0;0
1701053394;0;1;0;0
5904296569;0;1;0;0
2804010919;0;1;0;0
6372013184;0;1;0;0
2804010796;0;1;0;0
2804010845;0;1;0;0
7727728758;0;1;0;0
9701065274;0;1;0;0
9717055289;0;1;0;0
7842128822;0;1;0;0
7104074440;0;1;1;0
5027249851;0;1;0;0
1659179383;0;0;1;0
3666216657;0;1;0;0
7107118720;0;1;0;0
9718049457;0;1;0;0
4401178729;0;1;0;0
7106074407;0;1;0;0
5320021506;0;1;0;0
5638061980;0;1;0;0
6501252024;0;1;0;0
7306999551;0;1;0;0
7306041913;0;1;0;0
4630022040;0;1;0;0
4631011474;0;1;0;0
5702006637;0;1;0;0
2225084998;0;0;1;0
0278162822;0;1;0;0
0274142399;0;1;0;0
7449017789;0;1;0;0
2313018666;0;1;0;0
2313018659;0;0;1;0
5237002995;1;0;0;0
2301072436;0;1;0;0
7719609725;0;1;0;0
1515910362;0;1;0;0
8616007329;0;1;1;0
8606005925;0;1;0;0
8601031696;0;1;0;0
1515910620;0;1;0;0
3905089681;0;1;0;0
5904010523;0;1;0;0
2706022994;0;1;0;0
6001004506;0;1;0;0
0273900410;0;1;0;0
6679063386;0;1;0;0
7203256554;0;1;0;0
4205301077;0;0;1;0
7805036563;0;1;0;0
7203229790;0;1;0;0
6901062934;0;1;0;0
6901063039;0;1;0;0
7203229568;0;1;0;0
5837039806;0;1;0;0
5837040093;0;1;0;0
0270019796;0;1;0;0
5720013387;0;1;0;0
5837039901;0;1;0;0
0274182803;0;1;0;0
5633020853;0;1;0;0
5504243379;0;1;0;0
6671385649;0;1;0;0
2801168954;0;1;0;0
7725686020;0;1;0;0
4633021439;0;1;0;0
6679010553;0;1;0;0
5534020980;0;1;0;0
6165560816;0;1;0;0
9204020763;0;1;0;0
9102056111;0;1;0;0
6670038628;0;1;0;0
0721054323;0;1;0;0
0721054651;0;1;0;0
3662248707;0;1;0;0
2801230970;0;1;0;0
2510014950;0;1;1;0
3811445969;0;0;1;0
7536165543;0;1;1;0
2465165217;0;1;0;0
6123024027;0;1;0;0
7328093746;0;1;0;0
4632230158;0;1;0;0
7451422618;0;1;0;0
5321189068;0;1;0;0
7448202919;0;1;0;0
3526016376;0;1;0;0
3604002790;0;1;0;0
6441020555;0;1;0;0
6433006229;0;1;0;0
5402535446;0;1;0;0
2309103414;0;1;0;0
2465273075;0;1;0;0
7448100561;0;1;0;0
2465273090;0;1;0;0
8602062785;0;1;0;0
2531008516;0;1;1;0
5406253717;0;1;0;0
4632121487;0;1;0;0
6230044300;0;1;0;0
0323362287;0;1;0;0
6165133652;0;1;0;0
6143067445;0;1;1;0
7204125949;0;1;0;0
6730077536;0;1;0;0
7130504837;0;1;0;0
6150038205;0;1;0;0
1101019578;0;1;0;0
2508039435;0;1;0;0
2508056215;0;1;0;0
6453094880;0;1;0;0
7715724050;0;1;0;0
1655177515;0;1;0;0
2310133861;0;1;0;0
5902829081;0;1;0;0
5254021451;0;1;0;0
5254025135;0;1;0;0
2310133879;0;1;0;0
1616019547;0;1;0;0
6501155398;0;1;0;0
7728037785;0;1;0;0
6621008451;0;1;0;0
7724838907;0;1;0;0
7733807197;0;1;0;0
7714876861;0;1;0;0
7718603022;0;1;0;0
2423013484;0;1;0;0
7806398076;0;1;0;0
7810068360;0;1;0;0
2720034092;0;1;0;0
3528088680;0;1;0;0
2720034416;0;1;0;0
3018018614;0;1;0;0
5408289814;0;1;0;0
3528088263;0;1;0;0
7413011127;0;1;0;0
2439006891;0;1;1;0
6628016395;0;1;0;0
2403007531;0;1;0;0
6627022290;0;1;1;0
4025418291;0;0;1;0
7706547207;0;1;0;0
3652901483;0;1;0;0
5507270606;0;1;0;0
1102081924;0;1;0;0
3906381223;0;1;0;0
6164121848;0;1;0;0
2723200527;0;1;0;0
7017445642;0;1;1;0
1435332885;0;1;0;0
1021001960;0;1;0;0
7839102461;0;1;0;0
1435332860;0;1;0;0
9718102446;0;1;0;0
2304073237;0;1;0;0
7743257619;0;1;0;0
2130201368;0;1;0;0
0105018213;0;1;1;0
6670031647;0;1;0;0
5262236588;0;1;0;0
0105007437;0;1;0;0
2464143980;0;1;0;0
2460109378;0;1;0;0
9110022490;0;1;0;0
7720434244;0;1;0;0
7107127316;0;1;0;0
6658518113;0;1;0;0
7736316790;0;1;0;0
1226000452;0;1;0;0
6829142921;0;1;1;0
7103054346;0;1;0;0
7728433570;0;1;0;0
0400008533;0;1;0;0
3106007971;0;1;0;0
2311261070;0;1;0;0
1215224676;0;1;0;0
7107118664;0;1;0;0
6950203634;0;1;0;0
5047195097;0;1;0;0
2635225882;0;1;0;0
6318023473;0;1;0;0
7447270176;0;1;0;0
7724402109;0;1;0;0
9717055144;0;1;0;0
7816633280;0;1;0;0
7460032967;0;1;0;0
4205351215;0;1;0;0
8904084270;0;1;0;0
4205351279;0;1;0;0
0315008363;0;1;0;0
5631020030;0;1;0;0
6227007724;0;1;0;0
5257181767;0;0;1;0
4205369935;0;1;0;0
0245957943;0;1;0;0
7735176420;0;1;0;0
7810732252;0;1;0;0
9718105207;0;1;0;0
5505060917;0;1;0;0
7728455704;0;1;0;0
7455034310;0;1;0;0
7203468196;0;1;0;0
1661059862;0;1;0;0
5036174419;0;1;0;0
2124045833;0;1;0;0
0326553995;0;1;0;0
5805013717;0;1;0;0
4502030831;0;1;1;0
4028064805;0;1;0;0
3906907523;0;1;0;0
8609019588;0;1;0;0
2310201871;0;1;0;0
7455030361;0;1;0;0
0916010134;0;1;0;0
6330058296;0;1;0;0
2312207974;0;1;0;0
4345368836;0;1;0;0
0276152360;0;1;0;0
4345368201;0;1;0;0
0105070446;0;1;0;0
